Division,District,Upazila,Depth,Arsenic,Union,Village,SlNo
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,Gopal Pur,10505
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Uttar Joypur,Gopal Pur,10506
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,Gopal Pur,10507
Chittagong,Lakshmipur,Lakshmipur Sadar,50,500,Uttar Joypur,East Maguri,10508
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,East Maguri,10509
Chittagong,Lakshmipur,Lakshmipur Sadar,40,500,Uttar Joypur,East Maguri,10510
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,East Maguri,10511
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,East Maguri,10512
Chittagong,Lakshmipur,Lakshmipur Sadar,26,300,Uttar Joypur,East Maguri,10513
Chittagong,Lakshmipur,Lakshmipur Sadar,80,500,Uttar Joypur,East Maguri,10514
Chittagong,Lakshmipur,Lakshmipur Sadar,26,200,Uttar Joypur,East Maguri,10515
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,Kangsha Narayan Pur,10516
Chittagong,Lakshmipur,Lakshmipur Sadar,40,250,Uttar Joypur,North Maguri,10517
Chittagong,Lakshmipur,Lakshmipur Sadar,40,250,Uttar Joypur,North Maguri,10518
Chittagong,Lakshmipur,Lakshmipur Sadar,40,200,Uttar Joypur,North Maguri,10519
Chittagong,Lakshmipur,Lakshmipur Sadar,26,250,Uttar Joypur,Kangsha Narayan Pur,10520
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,Ram Krishna Pur,10521
Chittagong,Lakshmipur,Lakshmipur Sadar,26,300,Uttar Joypur,Ram Krishna Pur,10522
Chittagong,Lakshmipur,Lakshmipur Sadar,26,200,Uttar Joypur,Ram Krishna Pur,10523
Chittagong,Lakshmipur,Lakshmipur Sadar,60,250,Uttar Joypur,Ram Krishna Pur,10524
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Uttar Joypur,Ram Krishna Pur,10525
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,North Maguri,10526
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,North Maguri,10527
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,North Maguri,10528
Chittagong,Lakshmipur,Lakshmipur Sadar,26,200,Uttar Joypur,North Maguri,10529
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,North Maguri,10530
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,North Maguri,10531
Chittagong,Lakshmipur,Lakshmipur Sadar,28,300,Uttar Joypur,North Maguri,10532
Chittagong,Lakshmipur,Lakshmipur Sadar,26,500,Uttar Joypur,North Maguri,10533
Chittagong,Lakshmipur,Lakshmipur Sadar,26,400,Uttar Joypur,North Maguri,10534
Chittagong,Lakshmipur,Lakshmipur Sadar,26,500,Uttar Joypur,North Maguri,10535
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,Ram Krishna Pur,10536
Chittagong,Lakshmipur,Lakshmipur Sadar,800,0,Uttar Joypur,Ram Krishna Pur,10537
Chittagong,Lakshmipur,Lakshmipur Sadar,800,0,Uttar Joypur,Ram Krishna Pur,10538
Chittagong,Lakshmipur,Lakshmipur Sadar,27,400,Uttar Joypur,Ram Krishna Pur,10539
Chittagong,Lakshmipur,Lakshmipur Sadar,26,400,Uttar Joypur,Ram Krishna Pur,10540
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Uttar Joypur,Ram Krishna Pur,10541
Chittagong,Lakshmipur,Lakshmipur Sadar,700,0,Uttar Joypur,Ram Krishna Pur,10542
Chittagong,Lakshmipur,Lakshmipur Sadar,800,0,Uttar Joypur,Ram Krishna Pur,10543
Chittagong,Lakshmipur,Lakshmipur Sadar,860,0,Uttar Joypur,Kangsha Narayan Pur,10544
Chittagong,Lakshmipur,Lakshmipur Sadar,36,90,Uttar Joypur,Kangsha Narayan Pur,10545
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Uttar Joypur,Kangsha Narayan Pur,10546
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,Kangsha Narayan Pur,10547
Chittagong,Lakshmipur,Lakshmipur Sadar,36,60,Uttar Joypur,Kangsha Narayan Pur,10548
Chittagong,Lakshmipur,Lakshmipur Sadar,45,70,Uttar Joypur,Kangsha Narayan Pur,10549
Chittagong,Lakshmipur,Lakshmipur Sadar,800,0,Uttar Joypur,Kangsha Narayan Pur,10550
Chittagong,Lakshmipur,Lakshmipur Sadar,36,250,Uttar Joypur,Kangsha Narayan Pur,10551
Chittagong,Lakshmipur,Lakshmipur Sadar,800,0,Uttar Joypur,Kangsha Narayan Pur,10552
Chittagong,Lakshmipur,Lakshmipur Sadar,65,500,Uttar Joypur,Kangsha Narayan Pur,10553
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,Kangsha Narayan Pur,10554
Chittagong,Lakshmipur,Lakshmipur Sadar,26,250,Uttar Joypur,Kangsha Narayan Pur,10555
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,Kangsha Narayan Pur,10556
Chittagong,Lakshmipur,Lakshmipur Sadar,850,0,Uttar Joypur,North Maguri,10557
Chittagong,Lakshmipur,Lakshmipur Sadar,36,250,Uttar Joypur,North Maguri,10558
Chittagong,Lakshmipur,Lakshmipur Sadar,26,200,Uttar Joypur,Ram Krishna Pur,10559
Chittagong,Lakshmipur,Lakshmipur Sadar,26,200,Uttar Joypur,Ram Krishna Pur,10560
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,Ram Krishna Pur,10561
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,Ram Krishna Pur,10562
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,Ram Krishna Pur,10563
Chittagong,Lakshmipur,Lakshmipur Sadar,700,0,Uttar Joypur,North Joypur,10564
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,North Joypur,10565
Chittagong,Lakshmipur,Lakshmipur Sadar,46,200,Uttar Joypur,North Joypur,10566
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,North Joypur,10567
Chittagong,Lakshmipur,Lakshmipur Sadar,26,250,Uttar Joypur,North Joypur,10568
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,North Joypur,10569
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,North Joypur,10570
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,North Joypur,10571
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,North Joypur,10572
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10573
Chittagong,Lakshmipur,Lakshmipur Sadar,35,500,Uttar Joypur,South Maguri,10574
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10575
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10576
Chittagong,Lakshmipur,Lakshmipur Sadar,46,200,Uttar Joypur,South Maguri,10577
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,South Maguri,10578
Chittagong,Lakshmipur,Lakshmipur Sadar,45,100,Uttar Joypur,South Maguri,10579
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10580
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10581
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10582
Chittagong,Lakshmipur,Lakshmipur Sadar,70,90,Uttar Joypur,South Maguri,10583
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Uttar Joypur,South Maguri,10584
Chittagong,Lakshmipur,Lakshmipur Sadar,45,100,Uttar Joypur,South Maguri,10585
Chittagong,Lakshmipur,Lakshmipur Sadar,45,100,Uttar Joypur,South Maguri,10586
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,South Maguri,10587
Chittagong,Lakshmipur,Lakshmipur Sadar,45,100,Uttar Joypur,South Maguri,10588
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Uttar Joypur,South Maguri,10589
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,South Maguri,10590
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Uttar Joypur,South Maguri,10591
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10592
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Uttar Joypur,South Maguri,10593
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10594
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,Shahajad Pur,10595
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10596
Chittagong,Lakshmipur,Lakshmipur Sadar,190,300,Uttar Joypur,South Maguri,10597
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,Shahajad Pur,10598
Chittagong,Lakshmipur,Lakshmipur Sadar,70,200,Uttar Joypur,Shahajad Pur,10599
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,Shahajad Pur,10600
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,Shahajad Pur,10601
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Uttar Joypur,Shahajad Pur,10602
Chittagong,Lakshmipur,Lakshmipur Sadar,65,300,Uttar Joypur,Shahajad Pur,10603
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Uttar Joypur,Shahajad Pur,10604
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10605
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10606
Chittagong,Lakshmipur,Lakshmipur Sadar,36,70,Uttar Joypur,South Maguri,10607
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10608
Chittagong,Lakshmipur,Lakshmipur Sadar,70,500,Uttar Joypur,South Maguri,10609
Chittagong,Lakshmipur,Lakshmipur Sadar,55,400,Uttar Joypur,South Maguri,10610
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10611
Chittagong,Lakshmipur,Lakshmipur Sadar,70,500,Uttar Joypur,South Maguri,10612
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10613
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10614
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,South Maguri,10615
Chittagong,Lakshmipur,Lakshmipur Sadar,65,100,Uttar Joypur,South Maguri,10616
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,South Maguri,10617
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10618
Chittagong,Lakshmipur,Lakshmipur Sadar,600,10,Uttar Joypur,South Maguri,10619
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,South Maguri,10620
Chittagong,Lakshmipur,Lakshmipur Sadar,60,200,Uttar Joypur,South Maguri,10621
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,South Maguri,10622
Chittagong,Lakshmipur,Lakshmipur Sadar,70,200,Uttar Joypur,South Maguri,10623
Chittagong,Lakshmipur,Lakshmipur Sadar,60,300,Uttar Joypur,South Maguri,10624
Chittagong,Lakshmipur,Lakshmipur Sadar,62,300,Uttar Joypur,South Maguri,10625
Chittagong,Lakshmipur,Lakshmipur Sadar,60,300,Uttar Joypur,South Maguri,10626
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,South Maguri,10627
Chittagong,Lakshmipur,Lakshmipur Sadar,65,300,Uttar Joypur,South Maguri,10628
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10629
Chittagong,Lakshmipur,Lakshmipur Sadar,45,100,Uttar Joypur,South Maguri,10630
Chittagong,Lakshmipur,Lakshmipur Sadar,45,100,Uttar Joypur,South Maguri,10631
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Uttar Joypur,South Maguri,10632
Chittagong,Lakshmipur,Lakshmipur Sadar,800,10,Uttar Joypur,South Maguri,10633
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10634
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Uttar Joypur,South Maguri,10635
Chittagong,Lakshmipur,Lakshmipur Sadar,60,200,Uttar Joypur,South Maguri,10636
Chittagong,Lakshmipur,Lakshmipur Sadar,120,400,Uttar Joypur,South Maguri,10637
Chittagong,Lakshmipur,Lakshmipur Sadar,60,40,Uttar Joypur,South Maguri,10638
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10639
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10640
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10641
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10642
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,South Maguri,10643
Chittagong,Lakshmipur,Lakshmipur Sadar,26,300,Uttar Joypur,South Maguri,10644
Chittagong,Lakshmipur,Lakshmipur Sadar,86,500,Uttar Joypur,South Maguri,10645
Chittagong,Lakshmipur,Lakshmipur Sadar,800,10,Uttar Joypur,South Maguri,10646
Chittagong,Lakshmipur,Lakshmipur Sadar,840,10,Uttar Joypur,South Maguri,10647
Chittagong,Lakshmipur,Lakshmipur Sadar,800,10,Uttar Joypur,South Maguri,10648
Chittagong,Lakshmipur,Lakshmipur Sadar,42,100,Uttar Joypur,South Maguri,10649
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,South Maguri,10650
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,South Maguri,10651
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,South Maguri,10652
Chittagong,Lakshmipur,Lakshmipur Sadar,65,200,Uttar Joypur,South Maguri,10653
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10654
Chittagong,Lakshmipur,Lakshmipur Sadar,35,200,Uttar Joypur,South Maguri,10655
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Uttar Joypur,South Maguri,10656
Chittagong,Lakshmipur,Lakshmipur Sadar,40,200,Uttar Joypur,South Maguri,10657
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,South Maguri,10658
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,South Maguri,10659
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,South Maguri,10660
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10661
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10662
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10663
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10664
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10665
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10666
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,South Maguri,10667
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Uttar Joypur,South Maguri,10668
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10669
Chittagong,Lakshmipur,Lakshmipur Sadar,45,100,Uttar Joypur,South Maguri,10670
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Uttar Joypur,South Maguri,10671
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Uttar Joypur,South Maguri,10672
Chittagong,Lakshmipur,Lakshmipur Sadar,38,500,Uttar Joypur,South Maguri,10673
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10674
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10675
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,South Maguri,10676
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Uttar Joypur,South Maguri,10677
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10678
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10679
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10680
Chittagong,Lakshmipur,Lakshmipur Sadar,45,100,Uttar Joypur,South Maguri,10681
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10682
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10683
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10684
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10685
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10686
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10687
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10688
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10689
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10690
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10691
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10692
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10693
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10694
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10695
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10696
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Uttar Joypur,South Maguri,10697
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10698
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10699
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Uttar Joypur,South Maguri,10700
Chittagong,Lakshmipur,Lakshmipur Sadar,40,70,Uttar Joypur,South Maguri,10701
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10702
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,South Maguri,10703
Chittagong,Lakshmipur,Lakshmipur Sadar,800,10,Uttar Joypur,South Maguri,10704
Chittagong,Lakshmipur,Lakshmipur Sadar,950,10,Uttar Joypur,South Maguri,10705
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Uttar Joypur,South Maguri,10706
Chittagong,Lakshmipur,Lakshmipur Sadar,45,100,Uttar Joypur,Shahajad Pur,10707
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,Shahajad Pur,10708
Chittagong,Lakshmipur,Lakshmipur Sadar,45,100,Uttar Joypur,Shahajad Pur,10709
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,Shahajad Pur,10710
Chittagong,Lakshmipur,Lakshmipur Sadar,26,400,Uttar Joypur,Shahajad Pur,10711
Chittagong,Lakshmipur,Lakshmipur Sadar,26,400,Uttar Joypur,Shahajad Pur,10712
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10713
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10714
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10715
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10716
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10717
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10718
Chittagong,Lakshmipur,Lakshmipur Sadar,40,300,Uttar Joypur,South Maguri,10719
Chittagong,Lakshmipur,Lakshmipur Sadar,40,300,Uttar Joypur,South Maguri,10720
Chittagong,Lakshmipur,Lakshmipur Sadar,26,500,Uttar Joypur,South Maguri,10721
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10722
Chittagong,Lakshmipur,Lakshmipur Sadar,32,400,Uttar Joypur,South Maguri,10723
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Uttar Joypur,South Maguri,10724
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10725
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Uttar Joypur,South Maguri,10726
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Uttar Joypur,South Maguri,10727
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10728
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10729
Chittagong,Lakshmipur,Lakshmipur Sadar,26,500,Uttar Joypur,South Maguri,10730
Chittagong,Lakshmipur,Lakshmipur Sadar,850,10,Uttar Joypur,South Maguri,10731
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Uttar Joypur,South Maguri,10732
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10733
Chittagong,Lakshmipur,Lakshmipur Sadar,80,400,Uttar Joypur,South Maguri,10734
Chittagong,Lakshmipur,Lakshmipur Sadar,57,400,Uttar Joypur,South Maguri,10735
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10736
Chittagong,Lakshmipur,Lakshmipur Sadar,26,500,Uttar Joypur,South Maguri,10737
Chittagong,Lakshmipur,Lakshmipur Sadar,850,10,Uttar Joypur,South Maguri,10738
Chittagong,Lakshmipur,Lakshmipur Sadar,50,100,Uttar Joypur,South Maguri,10739
Chittagong,Lakshmipur,Lakshmipur Sadar,40,500,Uttar Joypur,South Maguri,10740
Chittagong,Lakshmipur,Lakshmipur Sadar,26,500,Uttar Joypur,South Maguri,10741
Chittagong,Lakshmipur,Lakshmipur Sadar,40,500,Uttar Joypur,South Maguri,10742
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10743
Chittagong,Lakshmipur,Lakshmipur Sadar,52,100,Uttar Joypur,South Maguri,10744
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10745
Chittagong,Lakshmipur,Lakshmipur Sadar,60,500,Uttar Joypur,South Maguri,10746
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Uttar Joypur,South Maguri,10747
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10748
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10749
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10750
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,South Maguri,10751
Chittagong,Lakshmipur,Lakshmipur Sadar,40,200,Uttar Joypur,South Maguri,10752
Chittagong,Lakshmipur,Lakshmipur Sadar,26,500,Uttar Joypur,South Maguri,10753
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10754
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10755
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10756
Chittagong,Lakshmipur,Lakshmipur Sadar,40,500,Uttar Joypur,South Maguri,10757
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10758
Chittagong,Lakshmipur,Lakshmipur Sadar,26,500,Uttar Joypur,South Maguri,10759
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10760
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10761
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10762
Chittagong,Lakshmipur,Lakshmipur Sadar,40,500,Uttar Joypur,South Maguri,10763
Chittagong,Lakshmipur,Lakshmipur Sadar,40,500,Uttar Joypur,South Maguri,10764
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10765
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10766
Chittagong,Lakshmipur,Lakshmipur Sadar,42,500,Uttar Joypur,South Maguri,10767
Chittagong,Lakshmipur,Lakshmipur Sadar,45,500,Uttar Joypur,South Maguri,10768
Chittagong,Lakshmipur,Lakshmipur Sadar,50,300,Uttar Joypur,South Maguri,10769
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10770
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10771
Chittagong,Lakshmipur,Lakshmipur Sadar,26,500,Uttar Joypur,South Maguri,10772
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Uttar Joypur,South Maguri,10773
Chittagong,Lakshmipur,Lakshmipur Sadar,26,500,Uttar Joypur,South Maguri,10774
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10775
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10776
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Uttar Joypur,South Maguri,10777
Chittagong,Lakshmipur,Lakshmipur Sadar,36,70,Uttar Joypur,South Maguri,10778
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Uttar Joypur,South Maguri,10779
Chittagong,Lakshmipur,Lakshmipur Sadar,38,200,Uttar Joypur,South Maguri,10780
Chittagong,Lakshmipur,Lakshmipur Sadar,36,70,Uttar Joypur,South Maguri,10781
Chittagong,Lakshmipur,Lakshmipur Sadar,45,60,Uttar Joypur,South Maguri,10782
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10783
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Uttar Joypur,South Maguri,10784
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Uttar Joypur,South Maguri,10785
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Uttar Joypur,South Maguri,10786
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Uttar Joypur,South Maguri,10787
Chittagong,Lakshmipur,Lakshmipur Sadar,36,40,Uttar Joypur,South Maguri,10788
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Uttar Joypur,South Maguri,10789
