id,Division,District,Upazila,Union,Mouza,Depth,Arsenic,lon,lat
13102089,Chittagong,Noakhali,Sonaimuri,Sonapur,Paschim Chandpur,258,0,91.05181,22.99342
13102114,Chittagong,Noakhali,Sonaimuri,Sonapur,Paschim Chandpur,237,0,91.04639,22.99222
13060847,Chittagong,Lakshmipur,Lakshmipur Sadar,Basikpur,Durgadaspur,281,0,90.915,23.00306
13100603,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aphulsi,253,0,91.0425,23.00028
13070605,Chittagong,Lakshmipur,Roypur,Bamni,Char Bamni,249,0,90.78864,22.99839
13070626,Chittagong,Lakshmipur,Roypur,Bamni,Char Bamni,257,0,90.79419,23.00281
13070902,Chittagong,Lakshmipur,Roypur,Bamni,Char Bamni,262,0,90.79006,23.00214
13070929,Chittagong,Lakshmipur,Roypur,Bamni,Char Bamni,219,0,90.79533,23.00225
13100127,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,255,0,91.08472,23
13100128,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,253,0,91.08528,22.99194
13100615,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,238,0,91.085,22.99306
13100641,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,262,0,91.08528,22.99861
13100642,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,263,0,91.08472,22.99083
13100643,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,254,0,91.085,22.99694
13100644,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,251,0,91.08444,22.99833
13100654,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,263,0,91.085,22.98917
13100656,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,255,0,91.085,22.99028
13101200,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,249,0,91.0825,22.99056
13101203,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,247,0,91.08583,22.99111
13101219,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,253,0,91.08278,22.98917
13101220,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,256,0,91.08306,22.99083
13101222,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,237,0,91.08194,22.99028
13101234,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,217,0,91.08194,22.99972
13101237,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,234,0,91.08194,22.99972
13101240,Chittagong,Noakhali,Sonaimuri,Bazra,Sakerpur,252,0,91.08389,22.98861
13060848,Chittagong,Lakshmipur,Lakshmipur Sadar,Basikpur,Kashipur,242,0,90.92278,22.99667
13061131,Chittagong,Lakshmipur,Lakshmipur Sadar,Basikpur,Junudpur,255,0,90.92389,23.00111
13102096,Chittagong,Noakhali,Sonaimuri,Amisha Para,Abir Para,257,0,91.00694,22.98972
13102102,Chittagong,Noakhali,Sonaimuri,Amisha Para,Abir Para,260,0,91.00556,22.98806
13102107,Chittagong,Noakhali,Sonaimuri,Amisha Para,Abir Para,261,0,91.00972,22.98972
13100008,Chittagong,Noakhali,Sonaimuri,Sonapur,Muradpur,252,0,91.05972,22.99611
13100547,Chittagong,Noakhali,Sonaimuri,Sonapur,Muradpur,219,0,91.06167,22.99389
13100551,Chittagong,Noakhali,Sonaimuri,Sonapur,Muradpur,250,0,91.05833,22.99639
13100553,Chittagong,Noakhali,Sonaimuri,Sonapur,Muradpur,246,0,91.05917,22.99778
13100570,Chittagong,Noakhali,Sonaimuri,Sonapur,Muradpur,211,0,91.05806,22.99806
13100584,Chittagong,Noakhali,Sonaimuri,Sonapur,Muradpur,237,0,91.05833,22.99472
13101637,Chittagong,Noakhali,Sonaimuri,Sonapur,Muradpur,269,0,91.05828,22.99453
13101641,Chittagong,Noakhali,Sonaimuri,Sonapur,Muradpur,237,0,91.06108,22.99208
13101644,Chittagong,Noakhali,Sonaimuri,Sonapur,Muradpur,244,0,91.06261,22.99181
13101647,Chittagong,Noakhali,Sonaimuri,Sonapur,Muradpur,239,0,91.05914,22.99561
13101653,Chittagong,Noakhali,Sonaimuri,Sonapur,Muradpur,242,0,91.05806,22.99428
13101663,Chittagong,Noakhali,Sonaimuri,Sonapur,Muradpur,260,0,91.06072,22.99072
13100577,Chittagong,Noakhali,Sonaimuri,Sonapur,Hasanpur,246,0,91.06667,22.99889
13101662,Chittagong,Noakhali,Sonaimuri,Sonapur,Hasanpur,212,0,91.07142,22.99211
13101667,Chittagong,Noakhali,Sonaimuri,Sonapur,Hasanpur,260,0,91.06539,22.99644
13100613,Chittagong,Noakhali,Sonaimuri,Amisha Para,Bachairgaon,266,0,91.03306,22.99222
13101194,Chittagong,Noakhali,Sonaimuri,Amisha Para,Bachairgaon,257,0,91.0325,22.99222
13060830,Chittagong,Lakshmipur,Lakshmipur Sadar,Basikpur,Madanpur,262,0,90.89556,22.99556
13100005,Chittagong,Noakhali,Sonaimuri,Sonapur,Uttar Hirapur,246,0,91.06528,22.99222
13100565,Chittagong,Noakhali,Sonaimuri,Sonapur,Uttar Hirapur,250,0,91.06583,22.98972
13100566,Chittagong,Noakhali,Sonaimuri,Sonapur,Uttar Hirapur,251,0,91.06556,22.99111
13100567,Chittagong,Noakhali,Sonaimuri,Sonapur,Uttar Hirapur,250,0,91.065,22.98944
13100568,Chittagong,Noakhali,Sonaimuri,Sonapur,Uttar Hirapur,237,0,91.06361,22.99278
13100569,Chittagong,Noakhali,Sonaimuri,Sonapur,Uttar Hirapur,219,0,91.06306,22.99111
13101654,Chittagong,Noakhali,Sonaimuri,Sonapur,Uttar Hirapur,235,0,91.06336,22.99033
13101655,Chittagong,Noakhali,Sonaimuri,Sonapur,Uttar Hirapur,213,0,91.06394,22.99186
13101657,Chittagong,Noakhali,Sonaimuri,Sonapur,Uttar Hirapur,244,0,91.06483,22.99061
13061225,Chittagong,Noakhali,Chatkhil,Ramnarayanpur,Gomatali,244,0,90.95444,22.98833
13061230,Chittagong,Noakhali,Chatkhil,Ramnarayanpur,Gomatali,252,0,90.96556,22.98889
13070252,Chittagong,Lakshmipur,Roypur,North Char Bangshi,Induria,226,0,90.69531,22.97803
13070735,Chittagong,Lakshmipur,Roypur,North Char Bangshi,Induria,232,0,90.6855,22.98803
13070751,Chittagong,Lakshmipur,Roypur,North Char Bangshi,Induria,217,0,90.68442,22.98839
13070758,Chittagong,Lakshmipur,Roypur,North Char Bangshi,Induria,253,0,90.69281,22.97875
13070764,Chittagong,Lakshmipur,Roypur,North Char Bangshi,Induria,260,0,90.68831,22.97969
13070774,Chittagong,Lakshmipur,Roypur,North Char Bangshi,Induria,220,0,90.68222,22.99203
13060853,Chittagong,Lakshmipur,Lakshmipur Sadar,Datta Para,Baralia,225,0,90.90111,22.99083
13060857,Chittagong,Lakshmipur,Lakshmipur Sadar,Datta Para,Baralia,225,0,90.90083,22.98444
13060860,Chittagong,Lakshmipur,Lakshmipur Sadar,Datta Para,Baralia,255,0,90.90167,22.99
13060870,Chittagong,Lakshmipur,Lakshmipur Sadar,Datta Para,Baralia,252,0,90.89694,22.99389
13061037,Chittagong,Lakshmipur,Lakshmipur Sadar,Datta Para,Baralia,252,0,90.90361,22.98778
13061041,Chittagong,Lakshmipur,Lakshmipur Sadar,Datta Para,Baralia,249,0,90.90333,22.98389
13070392,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,236,0,90.79042,22.99436
13070603,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,247,0,90.78883,22.99425
13070604,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,237,0,90.79267,22.99994
13070607,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,234,0,90.78289,22.99714
13070608,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,254,0,90.78719,22.99389
13070609,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,252,0,90.79411,22.99703
13070630,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,271,0,90.78939,22.99308
13070640,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,226,0,90.79156,22.99197
13070641,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,217,0,90.78539,22.99539
13070644,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,257,0,90.79008,22.99281
13070650,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,226,0,90.78703,22.99519
13070922,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,223,0,90.79233,22.99558
13070924,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,225,0,90.78853,22.99428
13070925,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,294,0,90.79361,22.99878
13070926,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,225,0,90.78858,22.99342
13070966,Chittagong,Lakshmipur,Roypur,Bamni,Kalakopa,249,0,90.78258,22.99422
13060851,Chittagong,Lakshmipur,Lakshmipur Sadar,Datta Para,Datta Para,213,0,90.92667,22.995
13060852,Chittagong,Lakshmipur,Lakshmipur Sadar,Datta Para,Datta Para,221,0,90.91917,22.98333
13060866,Chittagong,Lakshmipur,Lakshmipur Sadar,Datta Para,Datta Para,249,0,90.92806,22.99139
13060872,Chittagong,Lakshmipur,Lakshmipur Sadar,Datta Para,Datta Para,251,0,90.92833,22.975
13060875,Chittagong,Lakshmipur,Lakshmipur Sadar,Datta Para,Datta Para,249,0,90.925,22.97417
13100175,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,250,0,91.11817,22.98472
13100178,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,228,0,91.13444,22.98111
13100376,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,223,0,91.15194,22.97833
13100377,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,228,0,91.14667,22.97528
13100822,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,216,0,91.13278,22.98222
13100823,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,240,0,91.13361,22.98167
13100824,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,248,0,91.13,22.98472
13100825,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,247,0,91.13,22.97417
13100826,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,238,0,91.12944,22.97389
13100827,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,253,0,91.11611,22.9875
13100828,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,250,0,91.11889,22.985
13100829,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,244,0,91.11722,22.98722
13100831,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,291,0,91.12917,22.9925
13100832,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,245,0,91.12917,22.99333
13100838,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,236,0,91.13722,22.97861
13100839,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,243,0,91.13639,22.98
13100841,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,229,0,91.13722,22.99306
13101275,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,245,0,91.1425,22.97583
13101282,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,257,0,91.13056,22.97556
13101284,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,270,0,91.14556,22.99028
13101285,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,258,0,91.12806,22.99222
13101286,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,256,0,91.11861,22.98722
13101287,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,262,0,91.12361,22.98667
13101288,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,262,0,91.11778,22.98944
13101290,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,253,0,91.13667,22.99667
13101291,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,268,0,91.13083,22.99194
13101292,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,262,0,91.15139,22.97972
13101293,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,270,0,91.11722,22.98833
13101294,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,231,0,91.14056,22.98389
13101295,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,248,0,91.1425,22.98306
13101298,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,248,0,91.12111,22.98722
13101300,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,268,0,91.15556,22.98972
13101301,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,258,0,91.15167,22.98944
13101302,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,261,0,91.12944,22.99167
13101303,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,210,0,91.14194,22.97722
13101304,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,254,0,91.13056,22.99111
13101306,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,194,0,91.14028,22.97944
13101310,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,245,0,91.14556,22.98583
13101311,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,247,0,91.15111,22.99
13101312,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,258,0,91.12889,22.99111
13101313,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,260,0,91.14444,22.98528
13101314,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,226,0,91.14472,22.98306
13101316,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,253,0,91.14389,22.98361
13101320,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,262,0,91.14639,22.9825
13101321,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,254,0,91.15056,22.98833
13101322,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,254,0,91.15056,22.98833
13101323,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,270,0,91.12972,22.98361
13101325,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,256,0,91.12528,22.985
13101327,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,260,0,91.14583,22.98444
13101328,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,256,0,91.13111,22.98306
13101332,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,243,0,91.12833,22.99167
13101333,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,241,0,91.13,22.9825
13101334,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,221,0,91.14,22.97722
13101731,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,248,0,91.15144,22.97611
13101753,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,227,0,91.15144,22.97611
13101759,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,261,0,91.13778,22.99139
13102321,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,255,0,91.14028,22.97861
13102323,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,258,0,91.14278,22.98972
13102324,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,237,0,91.15583,22.99056
13102325,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,256,0,91.15222,22.98667
13102327,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,254,0,91.15528,22.98889
13102328,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,221,0,91.15056,22.985
13102329,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,237,0,91.14694,22.98528
13102330,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,243,0,91.155,22.99056
13102331,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,252,0,91.15167,22.98861
13102332,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,268,0,91.14694,22.98944
13102333,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,249,0,91.15111,22.98583
13102334,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,219,0,91.14194,22.97639
13102335,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,228,0,91.14306,22.97694
13102336,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,242,0,91.14556,22.98361
13102338,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,240,0,91.14083,22.98278
13102339,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,241,0,91.13111,22.99417
13102340,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,253,0,91.14667,22.985
13102341,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,245,0,91.13389,22.98139
13102342,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,248,0,91.15167,22.98417
13102343,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,220,0,91.1425,22.99
13102345,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,242,0,91.13778,22.99528
13102346,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,232,0,91.15139,22.98778
13102348,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,238,0,91.11889,22.99
13102349,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,223,0,91.13806,22.98583
13102350,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nateshwar,247,0,91.13139,22.98139
13061132,Chittagong,Lakshmipur,Lakshmipur Sadar,Basikpur,Fateh Dharmapur,238,0,90.88278,22.9925
13061134,Chittagong,Lakshmipur,Lakshmipur Sadar,Basikpur,Fateh Dharmapur,243,0,90.88389,22.99389
13100636,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,250,0,91.08972,22.99056
13100638,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,246,0,91.09583,22.98806
13100651,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,234,0,91.08639,22.98528
13100652,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,227,0,91.0875,22.98583
13101016,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,256,0,91.08917,22.98472
13101190,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,245,0,91.09444,22.99472
13101191,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,251,0,91.08778,22.98889
13101192,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,241,0,91.09,22.99333
13101193,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,242,0,91.08833,22.98972
13101196,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,242,0,91.09028,22.98583
13101206,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,251,0,91.08944,22.9875
13101207,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,253,0,91.08806,22.98583
13101209,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,253,0,91.09583,22.9925
13101216,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,253,0,91.09667,22.98667
13101217,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,266,0,91.08889,22.98778
13101224,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,252,0,91.09417,22.99278
13101232,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,258,0,91.08889,22.98639
13101235,Chittagong,Noakhali,Sonaimuri,Bazra,Barahinagar,250,0,91.09556,22.98722
13060997,Chittagong,Lakshmipur,Lakshmipur Sadar,Dakshin Hamchadi,Dakshin Hamchadi,261,0,90.82639,22.99
13061000,Chittagong,Lakshmipur,Lakshmipur Sadar,Dakshin Hamchadi,Dakshin Hamchadi,260,0,90.81,22.97306
13061001,Chittagong,Lakshmipur,Lakshmipur Sadar,Dakshin Hamchadi,Dakshin Hamchadi,219,0,90.81083,22.97222
13061068,Chittagong,Lakshmipur,Lakshmipur Sadar,Dakshin Hamchadi,Dakshin Hamchadi,257,0,90.79611,22.98444
13061069,Chittagong,Lakshmipur,Lakshmipur Sadar,Dakshin Hamchadi,Dakshin Hamchadi,246,0,90.80167,22.99306
13061070,Chittagong,Lakshmipur,Lakshmipur Sadar,Dakshin Hamchadi,Dakshin Hamchadi,248,0,90.80083,22.99194
13061072,Chittagong,Lakshmipur,Lakshmipur Sadar,Dakshin Hamchadi,Dakshin Hamchadi,249,0,90.80528,22.98667
13061073,Chittagong,Lakshmipur,Lakshmipur Sadar,Dakshin Hamchadi,Dakshin Hamchadi,249,0,90.82222,22.98778
13061074,Chittagong,Lakshmipur,Lakshmipur Sadar,Dakshin Hamchadi,Dakshin Hamchadi,259,0,90.805,22.98056
13101410,Chittagong,Noakhali,Sonaimuri,Amisha Para,Dhanupur,242,0,91.04278,22.98944
13060822,Chittagong,Lakshmipur,Lakshmipur Sadar,Parbatinagar,Sonapur,221,0,90.865,22.98194
13100626,Chittagong,Noakhali,Sonaimuri,Bazra,Badarpur,238,0,91.07889,22.99083
13100627,Chittagong,Noakhali,Sonaimuri,Bazra,Badarpur,200,0,91.08028,22.98972
13100629,Chittagong,Noakhali,Sonaimuri,Bazra,Badarpur,258,0,91.07806,22.99167
13100645,Chittagong,Noakhali,Sonaimuri,Bazra,Badarpur,234,0,91.08333,22.98778
13100646,Chittagong,Noakhali,Sonaimuri,Bazra,Badarpur,265,0,91.0775,22.99083
13100647,Chittagong,Noakhali,Sonaimuri,Bazra,Badarpur,234,0,91.08028,22.99056
13101201,Chittagong,Noakhali,Sonaimuri,Bazra,Badarpur,237,0,91.07972,22.98944
13101202,Chittagong,Noakhali,Sonaimuri,Bazra,Badarpur,247,0,91.07694,22.98861
13101204,Chittagong,Noakhali,Sonaimuri,Bazra,Badarpur,251,0,91.07694,22.98667
13101205,Chittagong,Noakhali,Sonaimuri,Bazra,Badarpur,255,0,91.07917,22.98611
13101221,Chittagong,Noakhali,Sonaimuri,Bazra,Badarpur,251,0,91.07806,22.98889
13101223,Chittagong,Noakhali,Sonaimuri,Bazra,Badarpur,251,0,91.07611,22.98972
13101231,Chittagong,Noakhali,Sonaimuri,Bazra,Badarpur,257,0,91.07694,22.98806
13061229,Chittagong,Lakshmipur,Lakshmipur Sadar,Uttar Joypur,Debinagar,240,0,90.94917,22.99167
13100124,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,260,0,91.10444,22.98444
13100623,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,257,0,91.10222,22.98278
13100628,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,249,0,91.10389,22.98694
13100630,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,253,0,91.10472,22.98083
13100632,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,244,0,91.10528,22.98028
13100633,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,232,0,91.105,22.99056
13100637,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,241,0,91.1025,22.98556
13101195,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,253,0,91.0975,22.99
13101197,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,253,0,91.09833,22.98722
13101226,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,250,0,91.09972,22.98972
13101229,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,245,0,91.10306,22.98472
13101238,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,247,0,91.1,22.99167
13101239,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,252,0,91.10306,22.98944
13101242,Chittagong,Noakhali,Sonaimuri,Bazra,Purba Chandpur,256,0,91.105,22.98694
13100174,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nazarpur,259,0,91.10917,22.99111
13100177,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nazarpur,253,0,91.10944,22.98806
13100820,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nazarpur,253,0,91.11306,22.99056
13100830,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nazarpur,255,0,91.11472,22.98222
13101283,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nazarpur,258,0,91.10944,22.99
13101297,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nazarpur,252,0,91.10806,22.98944
13101330,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nazarpur,258,0,91.11472,22.98833
13102318,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nazarpur,256,0,91.11194,22.99056
13102319,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nazarpur,252,0,91.11167,22.99111
13102322,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nazarpur,263,0,91.10722,22.99028
13102344,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nazarpur,218,0,91.11028,22.99
13102347,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nazarpur,236,0,91.11056,22.99167
13102351,Chittagong,Noakhali,Sonaimuri,Nateshwar,Nazarpur,252,0,91.11056,22.99028
13100819,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,250,0,91.02194,22.98667
13100973,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,275,0,91.02553,22.97336
13100978,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,275,0,91.02158,22.97306
13100981,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,278,0,91.02275,22.97392
13101003,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,265,0,91.03211,22.97269
13101089,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,266,0,91.03111,22.97444
13101103,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,274,0,91.03167,22.97528
13101134,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,276,0,91.02889,22.97722
13101135,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,270,0,91.03028,22.97306
13102098,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,248,0,91.01833,22.98444
13102104,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,242,0,91.01972,22.98278
13102105,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,252,0,91.01639,22.98528
13102110,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,255,0,91.01472,22.98333
13102118,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,279,0,91.03167,22.97694
13102120,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,279,0,91.02889,22.97861
13102134,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,263,0,91.02972,22.97778
13102136,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,270,0,91.02639,22.98222
13102137,Chittagong,Noakhali,Sonaimuri,Amisha Para,Aichha Para,275,0,91.02639,22.97917
13102095,Chittagong,Noakhali,Sonaimuri,Amisha Para,Dakshin Kaicherbagh,255,0,91.03444,22.98917
13100614,Chittagong,Noakhali,Sonaimuri,Amisha Para,Batagram,262,0,91.01083,22.98278
13102106,Chittagong,Noakhali,Sonaimuri,Amisha Para,Batagram,260,0,91.01528,22.98722
13100020,Chittagong,Noakhali,Begumganj,Gopalpur,Rezakpur,228,0,91.04694,22.98417
13100021,Chittagong,Noakhali,Begumganj,Gopalpur,Rezakpur,237,0,91.04833,22.97361
