id,Division,District,Upazila,Union,Mouza,Depth,Arsenic,lon,lat
13,Dhaka,Dhaka,Keraniganj,Zinjira,Zinjira,259,0.1,90.39119,23.71192
24,Dhaka,Narayanganj,Narayanganj Sadar,Siddirganj Paurashava,Godnail,213,0.6,90.51174,23.6592
21,Dhaka,Narayanganj,Narayanganj Sadar,Fatullah,Isdair (Part),183,1.1,90.49177,23.62699
22,Dhaka,Narayanganj,Narayanganj Sadar,Paurashava, ,305,0.5,90.50247,23.60708
23,Dhaka,Narayanganj,Narayanganj Sadar,Paurashava, ,305,0.3,90.50426,23.62857
39,Dhaka,Madaripur,Shib Char,Sannyasir Char,Sannyasir Char,262,5.9,90.11,23.39
10,Dhaka,Gopalganj,Muksudpur,Dignagar,Sunuria,210,108.8,89.98,23.31
3,Chittagong,Chandpur,Kachua,Ashrafpur,Ashrafpur,224,32.8,90.96,23.28
11,Dhaka,Madaripur,Rajoir,Isibpur,Hasankandi,210,0.1,90.1,23.24
44,Dhaka,Madaripur,Rajoir,Isibpur,Hasankandi,214,0.5,90.1,23.24
45,Chittagong,Chandpur,Hajiganj,Purba Barkul,Raicho,245,0.8,90.86,23.23
11030217,Chittagong,Feni,Parshuram,Parshuram,Baurkhuma,228,0,91.44889,23.23972
11030218,Chittagong,Feni,Parshuram,Parshuram,Baurkhuma,150,0,91.45361,23.22556
11030219,Chittagong,Feni,Parshuram,Parshuram,Baurkhuma,239,0,91.45472,23.22944
11030220,Chittagong,Feni,Parshuram,Mirzanagar,Dakshin Kautali,212,0,91.43722,23.22444
11030216,Chittagong,Feni,Parshuram,Parshuram,Khandakia,190,0,91.4425,23.21917
11030221,Chittagong,Feni,Parshuram,Parshuram,Khandakia,231,0,91.43944,23.22
11030223,Chittagong,Feni,Parshuram,Parshuram,Anantapur,194,0,91.43583,23.205
11030227,Chittagong,Feni,Parshuram,Parshuram,Anantapur,217,0,91.44167,23.20806
11030230,Chittagong,Feni,Parshuram,Parshuram,Anantapur,161,0,91.43806,23.21194
11030224,Chittagong,Feni,Parshuram,Parshuram,Kolapara,222,0,91.45,23.20444
11030225,Chittagong,Feni,Parshuram,Parshuram,Kolapara,198,0,91.45306,23.2075
11030226,Chittagong,Feni,Parshuram,Parshuram,Kolapara,209,0,91.44944,23.20917
11030228,Chittagong,Feni,Parshuram,Parshuram,Kolapara,212,0,91.44639,23.21139
11030229,Chittagong,Feni,Parshuram,Parshuram,Kolapara,268,0,91.44778,23.21056
11030231,Chittagong,Feni,Parshuram,Parshuram,Kolapara,232,0,91.45361,23.20944
11030238,Chittagong,Feni,Parshuram,Parshuram,Kolapara,184,0,91.45194,23.2075
11030232,Chittagong,Feni,Parshuram,Parshuram,Uttar Gutuma,237,0,91.47139,23.2075
11030233,Chittagong,Feni,Parshuram,Parshuram,Uttar Gutuma,216,0,91.47722,23.20056
11030236,Chittagong,Feni,Parshuram,Parshuram,Uttar Gutuma,230,0,91.4675,23.20167
11030222,Chittagong,Feni,Parshuram,Parshuram,Salia,233,0,91.43611,23.20056
11030237,Chittagong,Feni,Parshuram,Parshuram,Salia,239,0,91.43806,23.20139
38,Dhaka,Madaripur,Madaripur Sadar,Rasti,Hajrapur,220,0.9,90.19,23.19
11030234,Chittagong,Feni,Parshuram,Baksh Mohammad,Satkuchia,170,0,91.4525,23.18917
31,Khulna,Jessore,Kotwali,Diara,Mathbari,342,2.2,89.13,23.18
12060205,Chittagong,Chandpur,Hajiganj,Dakshin Gandharbap,Dhatra Shibpur,209,0,90.89917,23.16389
23,Khulna,Jessore,Kotwali,Fatehpur,Fatehpur,340,1.2,89.28,23.17
11030175,Chittagong,Feni,Parshuram,Fulgazi,Uttar Sreepur,187,0,91.43,23.15583
11030168,Chittagong,Feni,Parshuram,Fulgazi,Kismat Ghaniamora,192,0,91.43111,23.15556
22,Khulna,Narail,Narail Sadar,Auria,Auria,230,2.1,89.51,23.16
11080013,Chittagong,Lakshmipur,Ramganj,Bhatra,Joydebpur,241,0,90.91528,23.13472
11080014,Chittagong,Lakshmipur,Ramganj,Bhatra,Joydebpur,248,0,90.91528,23.13361
11080016,Chittagong,Lakshmipur,Ramganj,Bhatra,Joydebpur,217,0,90.9175,23.13278
11080017,Chittagong,Lakshmipur,Ramganj,Bhatra,Joydebpur,229,0,90.91694,23.13583
11080018,Chittagong,Lakshmipur,Ramganj,Bhatra,Joydebpur,239,0,90.91639,23.13778
11080019,Chittagong,Lakshmipur,Ramganj,Bhatra,Joydebpur,235,0,90.91722,23.13722
30,Dhaka,Gopalganj,Gopalganj Sadar,Satpar,Bara Satpar,180,26.9,89.91,23.13
11080011,Chittagong,Lakshmipur,Ramganj,Noagaon,Paniala,222,0,90.91333,23.13611
11080012,Chittagong,Lakshmipur,Ramganj,Noagaon,Paniala,213,0,90.91417,23.1375
11080020,Chittagong,Lakshmipur,Ramganj,Noagaon,Paniala,237,0,90.91083,23.13639
11030157,Chittagong,Feni,Parshuram,Fulgazi,Kismat Basura,191,0,91.42833,23.1175
11030156,Chittagong,Feni,Parshuram,Munshirhat,Noapur,199,0,91.42639,23.11389
11030159,Chittagong,Feni,Parshuram,Munshirhat,Noapur,204,0,91.42639,23.11472
11080015,Chittagong,Lakshmipur,Ramganj,Bhatra,Mamudpur,216,0,90.91556,23.12972
11080033,Chittagong,Lakshmipur,Ramganj,Paurashava, ,229,0,90.86472,23.12361
11080034,Chittagong,Lakshmipur,Ramganj,Paurashava, ,226,0,90.86583,23.11944
11080035,Chittagong,Lakshmipur,Ramganj,Paurashava, ,241,0,90.86861,23.11861
11080036,Chittagong,Lakshmipur,Ramganj,Paurashava, ,237,0,90.86389,23.12028
11080037,Chittagong,Lakshmipur,Ramganj,Paurashava, ,218,0,90.86639,23.11528
11080039,Chittagong,Lakshmipur,Ramganj,Paurashava, ,229,0,90.86667,23.12139
11080049,Chittagong,Lakshmipur,Ramganj,Paurashava, ,252,0,90.86356,23.11647
11080023,Chittagong,Lakshmipur,Ramganj,Paurashava, ,246,0,90.84694,23.11111
11080024,Chittagong,Lakshmipur,Ramganj,Paurashava, ,236,0,90.84444,23.11444
11080040,Chittagong,Lakshmipur,Ramganj,Paurashava, ,234,0,90.84639,23.11083
11080058,Chittagong,Lakshmipur,Ramganj,Paurashava, ,247,0,90.84992,23.10997
11080060,Chittagong,Lakshmipur,Ramganj,Paurashava, ,257,0,90.84139,23.11583
11080061,Chittagong,Lakshmipur,Ramganj,Paurashava, ,260,0,90.84589,23.11539
11080062,Chittagong,Lakshmipur,Ramganj,Paurashava, ,260,0,90.84672,23.11411
11080064,Chittagong,Lakshmipur,Ramganj,Paurashava, ,254,0,90.84469,23.12383
11080065,Chittagong,Lakshmipur,Ramganj,Paurashava, ,243,0,90.84314,23.12458
11080066,Chittagong,Lakshmipur,Ramganj,Paurashava, ,257,0,90.84533,23.12294
11080070,Chittagong,Lakshmipur,Ramganj,Paurashava, ,257,0,90.84256,23.11225
11080032,Chittagong,Lakshmipur,Ramganj,Paurashava, ,229,0,90.86167,23.11528
11080038,Chittagong,Lakshmipur,Ramganj,Paurashava, ,229,0,90.86333,23.11306
11080063,Chittagong,Lakshmipur,Ramganj,Paurashava, ,254,0,90.84736,23.11642
11080067,Chittagong,Lakshmipur,Ramganj,Paurashava, ,256,0,90.85117,23.11583
11030158,Chittagong,Feni,Parshuram,Darbarpur,Uttar Sreepur,202,0,91.43,23.1125
11030160,Chittagong,Feni,Parshuram,Darbarpur,Uttar Sreepur,249,0,91.42972,23.10917
11030161,Chittagong,Feni,Parshuram,Darbarpur,Uttar Sreepur,202,0,91.42667,23.10944
11030162,Chittagong,Feni,Parshuram,Darbarpur,Uttar Sreepur,202,0,91.4275,23.10778
11030163,Chittagong,Feni,Parshuram,Darbarpur,Uttar Sreepur,199,0,91.43083,23.11
46,Chittagong,Khagrachhari,Matiranga,Belchhari,Chongra Kapa,258,0.8,91.86,23.1
11080021,Chittagong,Lakshmipur,Ramganj,Paurashava, ,253,0,90.86583,23.10222
42,Khulna,Jessore,Abhaynagar,Prambag,Prembagh,225,1.4,89.36,23.1
11080069,Chittagong,Lakshmipur,Ramganj,Paurashava, ,257,0,90.84581,23.10717
11080031,Chittagong,Lakshmipur,Ramganj,Paurashava, ,226,0,90.85194,23.10694
11080059,Chittagong,Lakshmipur,Ramganj,Paurashava, ,254,0,90.85006,23.10625
11080022,Chittagong,Lakshmipur,Ramganj,Paurashava, ,245,0,90.86389,23.10278
11080055,Chittagong,Lakshmipur,Ramganj,Paurashava, ,252,0,90.84153,23.09581
11080056,Chittagong,Lakshmipur,Ramganj,Paurashava, ,239,0,90.8425,23.09419
11080041,Chittagong,Lakshmipur,Ramganj,Paurashava, ,251,0,90.87914,23.09381
11080044,Chittagong,Lakshmipur,Ramganj,Paurashava, ,244,0,90.87928,23.09017
11080045,Chittagong,Lakshmipur,Ramganj,Paurashava, ,246,0,90.86856,23.09697
11080057,Chittagong,Lakshmipur,Ramganj,Paurashava, ,244,0,90.85819,23.09256
11080068,Chittagong,Lakshmipur,Ramganj,Paurashava, ,259,0,90.86819,23.08717
11080025,Chittagong,Lakshmipur,Ramganj,Chandipur,Chandipur,248,0,90.82667,23.09361
11080027,Chittagong,Lakshmipur,Ramganj,Chandipur,Chandipur,240,0,90.83722,23.09083
11080048,Chittagong,Lakshmipur,Ramganj,Paurashava, ,244,0,90.84881,23.09189
11080026,Chittagong,Lakshmipur,Ramganj,Paurashava, ,248,0,90.84194,23.08806
11080028,Chittagong,Lakshmipur,Ramganj,Paurashava, ,247,0,90.845,23.08556
11080046,Chittagong,Lakshmipur,Ramganj,Paurashava, ,240,0,90.84147,23.08928
11080047,Chittagong,Lakshmipur,Ramganj,Paurashava, ,244,0,90.84161,23.08653
11080030,Chittagong,Lakshmipur,Ramganj,Bhadur,Bhabanipur,248,0,90.88417,23.09167
11080029,Chittagong,Lakshmipur,Ramganj,Paurashava, ,251,0,90.87417,23.09
11080042,Chittagong,Lakshmipur,Ramganj,Paurashava, ,247,0,90.88075,23.08744
11080043,Chittagong,Lakshmipur,Ramganj,Paurashava, ,245,0,90.87811,23.08967
12100109,Chittagong,Noakhali,Sonaimuri,Jayag,Mahutala,253,0,91.02056,23.08417
11080050,Chittagong,Lakshmipur,Ramganj,Paurashava, ,250,0,90.84856,23.07475
11080052,Chittagong,Lakshmipur,Ramganj,Paurashava, ,242,0,90.85256,23.07725
11080053,Chittagong,Lakshmipur,Ramganj,Paurashava, ,245,0,90.85256,23.07728
11080054,Chittagong,Lakshmipur,Ramganj,Paurashava, ,247,0,90.85186,23.07522
11110033,Chittagong,Noakhali,Chatkhil,Panchgaon,Fatehpur,251,0,90.96111,23.07917
11110034,Chittagong,Noakhali,Chatkhil,Panchgaon,Fatehpur,245,0,90.95361,23.07389
11110035,Chittagong,Noakhali,Chatkhil,Panchgaon,Fatehpur,256,0,90.96694,23.08361
11110061,Chittagong,Noakhali,Chatkhil,Panchgaon,Fatehpur,273,0,90.955,23.07472
11110084,Chittagong,Noakhali,Chatkhil,Panchgaon,Fatehpur,252,0,90.96528,23.075
12100144,Chittagong,Noakhali,Sonaimuri,Nadana,Debpur,259,0,91.05722,23.07361
12100146,Chittagong,Noakhali,Sonaimuri,Nadana,Debpur,252,0,91.05722,23.07361
12100148,Chittagong,Noakhali,Sonaimuri,Nadana,Debpur,272,0,91.05667,23.07194
12100107,Chittagong,Noakhali,Sonaimuri,Jayag,Bhat Para,264,0,91.03639,23.07833
12100108,Chittagong,Noakhali,Sonaimuri,Jayag,Keghnakhil,258,0,91.04361,23.07528
11110059,Chittagong,Noakhali,Chatkhil,Mohammadpur,Abu Torabnagar,253,0,90.97417,23.07611
11110060,Chittagong,Noakhali,Chatkhil,Mohammadpur,Abu Torabnagar,261,0,90.97361,23.07667
11110098,Chittagong,Noakhali,Chatkhil,Mohammadpur,Abu Torabnagar,271,0,90.97833,23.07194
12100110,Chittagong,Noakhali,Sonaimuri,Jayag,Bhaorkut,244,0,91.015,23.07417
12100115,Chittagong,Noakhali,Sonaimuri,Jayag,Bhaorkut,252,0,91.01278,23.07306
12100116,Chittagong,Noakhali,Sonaimuri,Jayag,Bhaorkut,266,0,91.01306,23.07361
9,Dhaka,Gopalganj,Gopalganj Sadar,Ulpur,Ulpur,195,91.1,89.84,23.08
37,Dhaka,Gopalganj,Gopalganj Sadar,Ulpur,Ulpur,185,62,89.84,23.08
11030214,Chittagong,Feni,Chhagalnaiya,Mohamaya,Uttar Satara,235,0,91.49611,23.05889
12100145,Chittagong,Noakhali,Sonaimuri,Nadana,Saktala,257,0,91.0725,23.06556
12100147,Chittagong,Noakhali,Sonaimuri,Nadana,Saktala,247,0,91.06667,23.07389
12100149,Chittagong,Noakhali,Sonaimuri,Nadana,Saktala,265,0,91.07083,23.05583
12100106,Chittagong,Noakhali,Sonaimuri,Jayag,Keghna,258,0,91.04028,23.06778
12070031,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,210,0,90.75056,23.05667
12070032,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,256,0,90.75472,23.05972
12070033,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,247,0,90.77222,23.07111
12070034,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,247,0,90.77917,23.06889
12070035,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,252,0,90.76806,23.06444
12070338,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,244,0,90.75903,23.05592
12070339,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,237,0,90.77097,23.06983
12070340,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,229,0,90.78236,23.06119
12070342,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,242,0,90.75153,23.056
12070344,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,235,0,90.78031,23.06278
12070345,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,242,0,90.76886,23.06083
12070346,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,261,0,90.76847,23.05789
12070347,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,241,0,90.77689,23.05533
12070348,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,243,0,90.75675,23.06042
12070349,Chittagong,Lakshmipur,Roypur,Char Pata,Char Pata,234,0,90.77592,23.06383
11070002,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,236,0,90.77642,23.03611
11070003,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,233,0,90.77764,23.03172
11070004,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,238,0,90.78244,23.03169
11070005,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,247,0,90.77736,23.04086
11070008,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,238,0,90.782,23.03733
11070009,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,238,0,90.78183,23.04186
11070020,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,260,0,90.76822,23.04942
11070028,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,196,0,90.76944,23.04986
11070038,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,252,0,90.78275,23.03628
11070039,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,259,0,90.78444,23.03794
11070040,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,231,0,90.78033,23.031
11070041,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,260,0,90.77678,23.03397
11070042,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,259,0,90.78286,23.042
11070043,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,258,0,90.78,23.04369
11070044,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,276,0,90.77819,23.04975
12070036,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,243,0,90.81833,23.04944
12070037,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,215,0,90.80944,23.06056
12070038,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,233,0,90.80278,23.05528
12070039,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,256,0,90.78806,23.02667
12070040,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,247,0,90.79917,23.05028
12070341,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,259,0,90.78317,23.07083
12070380,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,259,0,90.79139,23.04161
12070381,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,264,0,90.7895,23.04175
12070382,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,251,0,90.79553,23.04519
12070383,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,224,0,90.78819,23.04083
12070384,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,257,0,90.79908,23.05758
12070386,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,243,0,90.81711,23.04914
12070387,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,237,0,90.79458,23.02478
12070389,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,245,0,90.78725,23.03956
12070390,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,267,0,90.80178,23.04222
12070391,Chittagong,Lakshmipur,Roypur,Keroa,Keroa,241,0,90.79419,23.05878
11110020,Chittagong,Noakhali,Chatkhil,Panchgaon,Sundarpur,252,0,90.96667,23.0725
11110044,Chittagong,Noakhali,Chatkhil,Panchgaon,Sundarpur,262,0,90.97028,23.07056
11110045,Chittagong,Noakhali,Chatkhil,Panchgaon,Sundarpur,255,0,90.97194,23.07167
11110046,Chittagong,Noakhali,Chatkhil,Panchgaon,Sundarpur,241,0,90.96972,23.065
11110047,Chittagong,Noakhali,Chatkhil,Panchgaon,Sundarpur,247,0,90.96972,23.06639
11110048,Chittagong,Noakhali,Chatkhil,Panchgaon,Sundarpur,261,0,90.96194,23.06833
11110049,Chittagong,Noakhali,Chatkhil,Panchgaon,Sundarpur,252,0,90.965,23.06611
11110051,Chittagong,Noakhali,Chatkhil,Panchgaon,Sundarpur,256,0,90.9625,23.06556
11110052,Chittagong,Noakhali,Chatkhil,Panchgaon,Sundarpur,254,0,90.96389,23.06583
11110062,Chittagong,Noakhali,Chatkhil,Panchgaon,Sundarpur,253,0,90.97306,23.07167
11110065,Chittagong,Noakhali,Chatkhil,Panchgaon,Sundarpur,244,0,90.96389,23.07028
11110081,Chittagong,Noakhali,Chatkhil,Panchgaon,Sundarpur,234,0,90.96417,23.06889
11110092,Chittagong,Noakhali,Chatkhil,Panchgaon,Sundarpur,284,0,90.96361,23.06833
11080051,Chittagong,Lakshmipur,Ramganj,Lamchar,Samadpur,247,0,90.85122,23.07344
11110027,Chittagong,Noakhali,Chatkhil,Panchgaon,Bhimpur,254,0,90.98611,23.05917
11110043,Chittagong,Noakhali,Chatkhil,Panchgaon,Bhimpur,261,0,90.97417,23.07056
11110054,Chittagong,Noakhali,Chatkhil,Panchgaon,Bhimpur,264,0,90.97806,23.07139
11110067,Chittagong,Noakhali,Chatkhil,Panchgaon,Bhimpur,252,0,90.98056,23.06333
11110068,Chittagong,Noakhali,Chatkhil,Panchgaon,Bhimpur,252,0,90.97944,23.06639
11110069,Chittagong,Noakhali,Chatkhil,Panchgaon,Bhimpur,236,0,90.98056,23.06639
11110085,Chittagong,Noakhali,Chatkhil,Panchgaon,Bhimpur,250,0,90.97917,23.06472
11110089,Chittagong,Noakhali,Chatkhil,Panchgaon,Bhimpur,250,0,90.97417,23.0725
11110093,Chittagong,Noakhali,Chatkhil,Panchgaon,Bhimpur,262,0,90.97194,23.06333
11110099,Chittagong,Noakhali,Chatkhil,Panchgaon,Bhimpur,270,0,90.97528,23.06806
11110100,Chittagong,Noakhali,Chatkhil,Panchgaon,Bhimpur,234,0,90.97806,23.07139
11110070,Chittagong,Noakhali,Chatkhil,Panchgaon,Bhaor,258,0,90.98778,23.05944
11030196,Chittagong,Feni,Chhagalnaiya,Chhagalnaiya,Dakshin Jaspur,202,0,91.52139,23.05917
11030207,Chittagong,Feni,Chhagalnaiya,Chhagalnaiya,Dakshin Jaspur,201,0,91.51942,23.05383
11030212,Chittagong,Feni,Chhagalnaiya,Chhagalnaiya,Dakshin Jaspur,183,0,91.5125,23.05472
12070008,Chittagong,Chandpur,Haim Char,Char Bhairabi,Char Bhairabi,256,0,90.66556,23.01667
12100105,Chittagong,Noakhali,Sonaimuri,Jayag,Amki,250,0,91.03167,23.06194
12100114,Chittagong,Noakhali,Sonaimuri,Jayag,Amki,252,0,91.03,23.05861
12070327,Chittagong,Chandpur,Faridganj,Purba Char Dukhia,Alunia,246,0,90.73944,23.0625
12070343,Chittagong,Chandpur,Faridganj,Purba Char Dukhia,Alunia,237,0,90.754,23.06053
11030200,Chittagong,Feni,Chhagalnaiya,Chhagalnaiya,Dakshin Satara,163,0,91.48944,23.05694
11030210,Chittagong,Feni,Chhagalnaiya,Chhagalnaiya,Dakshin Satara,161,0,91.50572,23.05397
12070142,Chittagong,Chandpur,Faridganj,Paschim Char Dukhi,Char Channa,212,0,90.70142,23.06092
11110021,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,279,0,90.94972,23.05611
11110022,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,265,0,90.95806,23.055
11110023,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,271,0,90.94972,23.05528
11110032,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,274,0,90.95306,23.05556
11110036,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,261,0,90.9725,23.04639
11110037,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,252,0,90.97694,23.0475
11110038,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,256,0,90.96306,23.04917
11110039,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,234,0,90.97639,23.04778
11110040,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,257,0,90.97139,23.04278
11110050,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,235,0,90.96556,23.05222
11110056,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,252,0,90.95389,23.0575
11110057,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,280,0,90.95472,23.05194
11110058,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,283,0,90.97333,23.04556
11110066,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,279,0,90.955,23.06556
11110078,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,267,0,90.9725,23.04111
11110079,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,264,0,90.95361,23.05889
11110080,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,270,0,90.97194,23.04917
11110082,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,258,0,90.975,23.05028
11110083,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,279,0,90.97083,23.05306
11110088,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,270,0,90.9675,23.0525
11110094,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Tabga,262,0,90.95528,23.06
12100111,Chittagong,Noakhali,Sonaimuri,Jayag,Ulupara,247,0,91.00528,23.05694
12100113,Chittagong,Noakhali,Sonaimuri,Jayag,Ulupara,269,0,91.00667,23.04694
11110018,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Chatkhil,256,0,90.97278,23.05528
11110019,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Chatkhil,245,0,90.97389,23.05444
11110029,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Chatkhil,265,0,90.97111,23.0575
11110030,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Chatkhil,252,0,90.96778,23.05528
11110031,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Chatkhil,250,0,90.97167,23.05472
11110053,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Chatkhil,277,0,90.96528,23.05972
11110063,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Chatkhil,249,0,90.97111,23.0575
11110087,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Chatkhil,252,0,90.96944,23.05972
11110095,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Chatkhil,267,0,90.96667,23.05611
11110096,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Chatkhil,249,0,90.96778,23.05528
11110011,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Dhamalia,247,0,90.97361,23.06056
11110024,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Dhamalia,271,0,90.97139,23.06222
11110026,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Dhamalia,261,0,90.97056,23.06083
11110028,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Dhamalia,264,0,90.97194,23.06083
11110064,Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,Dhamalia,252,0,90.97056,23.06278
11110041,Chittagong,Feni,Chhagalnaiya,Pathannagar,Pathangar,217,0,91.46611,23.05278
12070011,Chittagong,Lakshmipur,Roypur,South Char Ababil,Boro Char,274,0,90.69583,23.06083
12070013,Chittagong,Lakshmipur,Roypur,South Char Ababil,Boro Char,265,0,90.69917,23.05778
12070082,Chittagong,Lakshmipur,Roypur,South Char Ababil,Boro Char,259,0,90.69678,23.05392
12070160,Chittagong,Lakshmipur,Roypur,South Char Ababil,Boro Char,247,0,90.69842,23.05939
12070394,Chittagong,Lakshmipur,Roypur,South Char Ababil,Boro Char,241,0,90.68922,23.06269
12070405,Chittagong,Lakshmipur,Roypur,South Char Ababil,Boro Char,259,0,90.69136,23.05678
11110055,Chittagong,Noakhali,Chatkhil,Panchgaon,Barai Para,252,0,90.98667,23.05806
12100112,Chittagong,Noakhali,Sonaimuri,Jayag,Tusi,240,0,91.01444,23.05222
11080002,Chittagong,Lakshmipur,Ramganj,Lamchar,Dakshin Hazipur,230,0,90.82944,23.055
11080004,Chittagong,Lakshmipur,Ramganj,Lamchar,Dakshin Hazipur,230,0,90.83083,23.05306
11080006,Chittagong,Lakshmipur,Ramganj,Lamchar,Dakshin Hazipur,247,0,90.83,23.05361
11080010,Chittagong,Lakshmipur,Ramganj,Lamchar,Dakshin Hazipur,234,0,90.83,23.0525
11110012,Chittagong,Noakhali,Chatkhil,Sahapur,Sahapur,271,0,90.91417,23.05667
11110013,Chittagong,Noakhali,Chatkhil,Sahapur,Sahapur,273,0,90.91556,23.05111
11110014,Chittagong,Noakhali,Chatkhil,Sahapur,Sahapur,279,0,90.91417,23.05139
11110015,Chittagong,Noakhali,Chatkhil,Sahapur,Sahapur,273,0,90.91639,23.05028
11110016,Chittagong,Noakhali,Chatkhil,Sahapur,Sahapur,272,0,90.91639,23.04806
11110017,Chittagong,Noakhali,Chatkhil,Sahapur,Sahapur,265,0,90.91222,23.05583
12070014,Chittagong,Lakshmipur,Roypur,South Char Ababil,Gaiar Char,247,0,90.70917,23.05361
12070015,Chittagong,Lakshmipur,Roypur,South Char Ababil,Gaiar Char,256,0,90.69944,23.05111
12070070,Chittagong,Lakshmipur,Roypur,South Char Ababil,Gaiar Char,223,0,90.70853,23.02533
12070071,Chittagong,Lakshmipur,Roypur,South Char Ababil,Gaiar Char,239,0,90.712,23.03739
12070072,Chittagong,Lakshmipur,Roypur,South Char Ababil,Gaiar Char,230,0,90.69992,23.04247
12070073,Chittagong,Lakshmipur,Roypur,South Char Ababil,Gaiar Char,234,0,90.69525,23.03881
12070081,Chittagong,Lakshmipur,Roypur,South Char Ababil,Gaiar Char,228,0,90.70403,23.03922
