Division,District,Upazila,Union,Mouza,Depth,Arsenic
Khulna,Magura,Magura Sadar,Birail Palita,Chhota Joka,,
Khulna,Magura,Magura Sadar,Birail Palita,Dahar Singra,,
Khulna,Magura,Magura Sadar,Birail Palita,Danga Singra,,
Khulna,Magura,Magura Sadar,Birail Palita,Dighalkandi,,
Khulna,Magura,Magura Sadar,Birail Palita,Nalnagar,,
Khulna,Magura,Magura Sadar,Birail Palita,Par Palita,,
Khulna,Magura,Magura Sadar,Birail Palita,Putia,,
Khulna,Magura,Magura Sadar,Birail Palita,Ramderganti,,
Khulna,Magura,Magura Sadar,Birail Palita,Satyabanpur,,
Khulna,Magura,Magura Sadar,Chaulia,Arazi Baraikhali,,
Khulna,Magura,Magura Sadar,Chaulia,Arazi Sreekundi,,
Khulna,Magura,Magura Sadar,Chaulia,Baleshwarpur,,
Khulna,Magura,Magura Sadar,Chaulia,Banchitala,,
Khulna,Magura,Magura Sadar,Chaulia,Baorbhanga,,
Khulna,Magura,Magura Sadar,Chaulia,Buzruk Sreekundi,,
Khulna,Magura,Magura Sadar,Chaulia,Chandpur,,
Khulna,Magura,Magura Sadar,Chaulia,Chaulia,,
Khulna,Magura,Magura Sadar,Chaulia,Dakshin Gobindapur,,
Khulna,Magura,Magura Sadar,Chaulia,Dakshin Nischintapur,,
Khulna,Magura,Magura Sadar,Chaulia,Dhalhara,,
Khulna,Magura,Magura Sadar,Chaulia,Ghoranach,,
Khulna,Magura,Magura Sadar,Chaulia,Goalkhali,,
Khulna,Magura,Magura Sadar,Chaulia,Jayandia,,
Khulna,Magura,Magura Sadar,Chaulia,Juitara,,
Khulna,Magura,Magura Sadar,Chaulia,Kukila,,
Khulna,Magura,Magura Sadar,Chaulia,Maligram,,
Khulna,Magura,Magura Sadar,Chaulia,Sajirkandi,,
Khulna,Magura,Magura Sadar,Chaulia,Sirizdia (Part),,
Khulna,Magura,Magura Sadar,Chaulia,Sreekundi,,
Khulna,Magura,Magura Sadar,Gopalgram,Baharbagh,,
Khulna,Magura,Magura Sadar,Gopalgram,Faterhat,,
Khulna,Magura,Magura Sadar,Gopalgram,Goal Bathan,,
Khulna,Magura,Magura Sadar,Gopalgram,Gopalgram,,
Khulna,Magura,Magura Sadar,Gopalgram,Sankochkhali,,
Khulna,Magura,Magura Sadar,Gopalgram,Shyampur,,
Khulna,Magura,Magura Sadar,Gopalgram,Sialjuri,,
Khulna,Magura,Magura Sadar,Gopalgram,Tarora,,
Khulna,Magura,Magura Sadar,Hazipur,Alaipur,,
Khulna,Magura,Magura Sadar,Hazipur,Aralia Sreemantapur,,
Khulna,Magura,Magura Sadar,Hazipur,Baruichara,,
Khulna,Magura,Magura Sadar,Hazipur,Bishnupur,,
Khulna,Magura,Magura Sadar,Hazipur,Dariapur,,
Khulna,Magura,Magura Sadar,Hazipur,Dhalfa Bagura,,
Khulna,Magura,Magura Sadar,Hazipur,Hajipur,,
Khulna,Magura,Magura Sadar,Hazipur,Hridoypur,,
Khulna,Magura,Magura Sadar,Hazipur,Kasiadanga,,
Khulna,Magura,Magura Sadar,Hazipur,Mirzapur,,
Khulna,Magura,Magura Sadar,Hazipur,Mustafapur,,
Khulna,Magura,Magura Sadar,Hazipur,Narihati,,
Khulna,Magura,Magura Sadar,Hazipur,Padmabila,,
Khulna,Magura,Magura Sadar,Hazipur,Patharghata,,
Khulna,Magura,Magura Sadar,Hazipur,Phulbari,,
Khulna,Magura,Magura Sadar,Hazipur,Ramchandrapur,,
Khulna,Magura,Magura Sadar,Hazipur,Sarishadanga,,
Khulna,Magura,Magura Sadar,Hazipur,Sreerampur,,
Khulna,Magura,Magura Sadar,Hazipur,Uttar Majail,,
Khulna,Magura,Magura Sadar,Hazrapur,Bamanpur,,
Khulna,Magura,Magura Sadar,Hazrapur,Banshtail,,
Khulna,Magura,Magura Sadar,Hazrapur,Gangulia,,
Khulna,Magura,Magura Sadar,Hazrapur,Gauricharanpur,,
Khulna,Magura,Magura Sadar,Hazrapur,Hazrapur,,
Khulna,Magura,Magura Sadar,Hazrapur,Ichehakhada,,
Khulna,Magura,Magura Sadar,Hazrapur,Khalimpur,,
Khulna,Magura,Magura Sadar,Hazrapur,Mithapur,,
Khulna,Magura,Magura Sadar,Hazrapur,Nandalalpur,,
Khulna,Magura,Magura Sadar,Hazrapur,Paschim Ramnagar,,
Khulna,Magura,Magura Sadar,Hazrapur,Rajarampur,,
Khulna,Magura,Magura Sadar,Hazrapur,Sachani Rautara,,
Khulna,Magura,Magura Sadar,Hazrapur,Uthali,,
Khulna,Magura,Magura Sadar,Hazrapur,Uttar Nawa Para,,
Khulna,Magura,Magura Sadar,Jagdal,Aksi,,
Khulna,Magura,Magura Sadar,Jagdal,Bara Sonpur,,
Khulna,Magura,Magura Sadar,Jagdal,Jagdal,,
Khulna,Magura,Magura Sadar,Jagdal,Jagla,,
Khulna,Magura,Magura Sadar,Jagdal,Lakshmipur,,
Khulna,Magura,Magura Sadar,Jagdal,Laskarpur,,
Khulna,Magura,Magura Sadar,Jagdal,Madhabpur,,
Khulna,Magura,Magura Sadar,Jagdal,Narshinghati,,
Khulna,Magura,Magura Sadar,Jagdal,Rupati,,
Khulna,Magura,Magura Sadar,Jagdal,Sehaladanga,,
Khulna,Magura,Magura Sadar,Jagdal,Sonpurkhord,,
Khulna,Magura,Magura Sadar,Kasundi,Arpara,,
Khulna,Magura,Magura Sadar,Kasundi,Durgapur,,
Khulna,Magura,Magura Sadar,Kasundi,Kasundi,,
Khulna,Magura,Magura Sadar,Kasundi,Krishnapur,,
Khulna,Magura,Magura Sadar,Kasundi,Ramnagar,,
Khulna,Magura,Magura Sadar,Kasundi,Saildubi,,
Khulna,Magura,Magura Sadar,Kuchiamora,Amuria,,
Khulna,Magura,Magura Sadar,Kuchiamora,Asba,,
Khulna,Magura,Magura Sadar,Kuchiamora,Balugram,,
Khulna,Magura,Magura Sadar,Kuchiamora,Banka Harishpur,,
Khulna,Magura,Magura Sadar,Kuchiamora,Bara Salai,,
Khulna,Magura,Magura Sadar,Kuchiamora,Batikabati,,
Khulna,Magura,Magura Sadar,Kuchiamora,Burail Bil,,
Khulna,Magura,Magura Sadar,Kuchiamora,Chapra,,
Khulna,Magura,Magura Sadar,Kuchiamora,Dakshin Shimulia,,
Khulna,Magura,Magura Sadar,Kuchiamora,Gangni,,
Khulna,Magura,Magura Sadar,Kuchiamora,Kuchiamora,,
Khulna,Magura,Magura Sadar,Kuchiamora,Kulia,,
Khulna,Magura,Magura Sadar,Kuchiamora,Naohali,,
Khulna,Magura,Magura Sadar,Kuchiamora,Parkulla,,
Khulna,Magura,Magura Sadar,Kuchiamora,Sreekantapur,,
Khulna,Magura,Magura Sadar,Kuchiamora,Uttar Dharmasima,,
Khulna,Magura,Magura Sadar,Maghi,Andulbaria,,
Khulna,Magura,Magura Sadar,Maghi,Angardaha,,
Khulna,Magura,Magura Sadar,Maghi,Aruakandi,,
Khulna,Magura,Magura Sadar,Maghi,Barakhari,,
Khulna,Magura,Magura Sadar,Maghi,Bhabanhati,,
Khulna,Magura,Magura Sadar,Maghi,Bhudhar Para,,
Khulna,Magura,Magura Sadar,Maghi,Chhaya Char,,
Khulna,Magura,Magura Sadar,Maghi,Dakshin Birpur,,
Khulna,Magura,Magura Sadar,Maghi,Dakshin Nawa Para,,
Khulna,Magura,Magura Sadar,Maghi,Dasna,,
Khulna,Magura,Magura Sadar,Maghi,Kamar Para,,
Khulna,Magura,Magura Sadar,Maghi,Kapalidanga,,
Khulna,Magura,Magura Sadar,Maghi,Kapashati,,
Khulna,Magura,Magura Sadar,Maghi,Kechuadubi,,
Khulna,Magura,Magura Sadar,Maghi,Khanaberia,,
Khulna,Magura,Magura Sadar,Maghi,Kushabari,,
Khulna,Magura,Magura Sadar,Maghi,Laskarpur,,
Khulna,Magura,Magura Sadar,Maghi,Maghi,,
Khulna,Magura,Magura Sadar,Maghi,Mahishdanga,,
Khulna,Magura,Magura Sadar,Maghi,Majhgram,,
Khulna,Magura,Magura Sadar,Maghi,Nidhipur,,
Khulna,Magura,Magura Sadar,Maghi,Rajiber Para,,
Khulna,Magura,Magura Sadar,Maghi,Satyipur,,
Khulna,Magura,Magura Sadar,Maghi,Sekh Para,,
Khulna,Magura,Magura Sadar,Maghi,Tila,,
Khulna,Magura,Magura Sadar,Maghi,Titar Khan Para,,
Khulna,Magura,Magura Sadar,Maghi,Uttar Darilakshmipur,,
Khulna,Magura,Magura Sadar,Magura Paurashava,Atharakhada,,
Khulna,Magura,Magura Sadar,Magura Paurashava,Barunatail,,
Khulna,Magura,Magura Sadar,Magura Paurashava,Bhitasair,,
Khulna,Magura,Magura Sadar,Magura Paurashava,Ghoramara,,
Khulna,Magura,Magura Sadar,Magura Paurashava,Kanda Banshkota,,
Khulna,Magura,Magura Sadar,Magura Paurashava,Lakshmikandar,,
Khulna,Magura,Magura Sadar,Magura Paurashava,Nandoali,,
Khulna,Magura,Magura Sadar,Magura Paurashava,Parla,,
Khulna,Magura,Magura Sadar,Magura Paurashava,Parnanda Ali,,
Khulna,Magura,Magura Sadar,Magura Paurashava,Roygram,,
Khulna,Magura,Magura Sadar,Magura Paurashava,Shimulia,,
Khulna,Magura,Magura Sadar,Magura Paurashava,Sitarampur,,
Khulna,Magura,Magura Sadar,Raghab Dair,Bade Malanchi,,
Khulna,Magura,Magura Sadar,Raghab Dair,Basudebpur,,
Khulna,Magura,Magura Sadar,Raghab Dair,Benga,,
Khulna,Magura,Magura Sadar,Raghab Dair,Berail,,
Khulna,Magura,Magura Sadar,Raghab Dair,Dakshin Mirzapur,,
Khulna,Magura,Magura Sadar,Raghab Dair,Datta Malanchi,,
Khulna,Magura,Magura Sadar,Raghab Dair,Dhan Para,,
Khulna,Magura,Magura Sadar,Raghab Dair,Dora Mathna,,
Khulna,Magura,Magura Sadar,Raghab Dair,Hat Malanchi,,
Khulna,Magura,Magura Sadar,Raghab Dair,Kalisankarpur,,
Khulna,Magura,Magura Sadar,Raghab Dair,Kazirail,,
Khulna,Magura,Magura Sadar,Raghab Dair,Kokna Para,,
Khulna,Magura,Magura Sadar,Raghab Dair,Majail,,
Khulna,Magura,Magura Sadar,Raghab Dair,Paka Kanchanpur,,
Khulna,Magura,Magura Sadar,Raghab Dair,Paka Khord,,
Khulna,Magura,Magura Sadar,Raghab Dair,Patkelbari,,
Khulna,Magura,Magura Sadar,Raghab Dair,Raghab Dair,,
Khulna,Magura,Magura Sadar,Raghab Dair,Sangda Lakshmipur,,
Khulna,Magura,Magura Sadar,Raghab Dair,Sreefaltala,,
Khulna,Magura,Magura Sadar,Raghab Dair,Tegharia,,
Khulna,Magura,Magura Sadar,Raghab Dair,Uttar Birpur,,
Khulna,Magura,Magura Sadar,Raghab Dair,Uzirabad Malanchi,,
Khulna,Magura,Magura Sadar,Satrujitpur,Banagram,,
Khulna,Magura,Magura Sadar,Satrujitpur,Baraikhali,,
Khulna,Magura,Magura Sadar,Satrujitpur,Bhat Para,,
Khulna,Magura,Magura Sadar,Satrujitpur,Bishnupur,,
Khulna,Magura,Magura Sadar,Satrujitpur,Dakshin Durgapur,,
Khulna,Magura,Magura Sadar,Satrujitpur,Dharmadaha,,
Khulna,Magura,Magura Sadar,Satrujitpur,Fazila,,
Khulna,Magura,Magura Sadar,Satrujitpur,Kalu Para,,
Khulna,Magura,Magura Sadar,Satrujitpur,Khanpur,,
Khulna,Magura,Magura Sadar,Satrujitpur,Payari,,
Khulna,Magura,Magura Sadar,Satrujitpur,Rupdaha,,
Khulna,Magura,Magura Sadar,Satrujitpur,Satrujitpur,,
Khulna,Magura,Magura Sadar,Satrujitpur,Singhadanga,,
Khulna,Magura,Mohammadpur,Babukhali,Bahalbaria,,
Khulna,Magura,Mohammadpur,Babukhali,Baso,,
Khulna,Magura,Mohammadpur,Babukhali,Chalmia,,
Khulna,Magura,Mohammadpur,Babukhali,Char Salamatpur,,
Khulna,Magura,Mohammadpur,Babukhali,Churargati,,
Khulna,Magura,Mohammadpur,Babukhali,Datiadaha,,
Khulna,Magura,Mohammadpur,Babukhali,Dhuljora,,
Khulna,Magura,Mohammadpur,Babukhali,Dumursia,,
Khulna,Magura,Mohammadpur,Babukhali,Harinadanga,,
Khulna,Magura,Mohammadpur,Babukhali,Hatbaria,,
Khulna,Magura,Mohammadpur,Babukhali,Kumarpur,,
Khulna,Magura,Mohammadpur,Babukhali,Machinagra,,
Khulna,Magura,Mohammadpur,Babukhali,Roypur,,
Khulna,Magura,Mohammadpur,Babukhali,Sultansi,,
Khulna,Magura,Mohammadpur,Balidia,Arazi Umedpur (Chabin,,
Khulna,Magura,Mohammadpur,Balidia,Balidia,,
Khulna,Magura,Mohammadpur,Balidia,Baruria Gopalpur,,
Khulna,Magura,Mohammadpur,Balidia,Champatala,,
Khulna,Magura,Mohammadpur,Balidia,Chhota Kalamdhari,,
Khulna,Magura,Mohammadpur,Balidia,Ghoshpur,,
Khulna,Magura,Mohammadpur,Balidia,Harekrishnapur,,
Khulna,Magura,Mohammadpur,Balidia,Jaspur,,
Khulna,Magura,Mohammadpur,Balidia,Kaora,,
Khulna,Magura,Mohammadpur,Balidia,Lakshmipur,,
Khulna,Magura,Mohammadpur,Balidia,Maij Para,,
Khulna,Magura,Mohammadpur,Balidia,Mangalhata,,
Khulna,Magura,Mohammadpur,Balidia,Mausa,,
Khulna,Magura,Mohammadpur,Balidia,Nikharhata,,
Khulna,Magura,Mohammadpur,Balidia,Sreepur,,
Khulna,Magura,Mohammadpur,Balidia,Umedpur,,
Khulna,Magura,Mohammadpur,Binodepur,Baniabahu,,
Khulna,Magura,Mohammadpur,Binodepur,Bethalia,,
Khulna,Magura,Mohammadpur,Binodepur,Bhaban Para,,
Khulna,Magura,Mohammadpur,Binodepur,Bhatuadanga,,
Khulna,Magura,Mohammadpur,Binodepur,Binodepur,,
Khulna,Magura,Mohammadpur,Binodepur,Choubaria,,
Khulna,Magura,Mohammadpur,Binodepur,Dakshinpara,,
Khulna,Magura,Mohammadpur,Binodepur,Ghullia,,
Khulna,Magura,Mohammadpur,Binodepur,Kalukandi,,
Khulna,Magura,Mohammadpur,Binodepur,Kanutia,,
Khulna,Magura,Mohammadpur,Binodepur,Khaduna,,
Khulna,Magura,Mohammadpur,Binodepur,Khalia,,
Khulna,Magura,Mohammadpur,Binodepur,Meksimail,,
Khulna,Magura,Mohammadpur,Binodepur,Narayanpur,,
Khulna,Magura,Mohammadpur,Binodepur,Parbhat Para,,
Khulna,Magura,Mohammadpur,Binodepur,Rahmatpur,,
Khulna,Magura,Mohammadpur,Binodepur,Tallabaria,,
Khulna,Magura,Mohammadpur,Binodepur,Urura,,
Khulna,Magura,Mohammadpur,Digha,Aksidanga,,
Khulna,Magura,Mohammadpur,Digha,Aunara,,
Khulna,Magura,Mohammadpur,Digha,Bhatra,,
Khulna,Magura,Mohammadpur,Digha,Bil Jhalmal,,
Khulna,Magura,Mohammadpur,Digha,Bil Khanidaha,,
Khulna,Magura,Mohammadpur,Digha,Digha,,
Khulna,Magura,Mohammadpur,Digha,Janardhanpur,,
Khulna,Magura,Mohammadpur,Digha,Khajura,,
Khulna,Magura,Mohammadpur,Digha,Kumrul,,
Khulna,Magura,Mohammadpur,Digha,Nagra,,
Khulna,Magura,Mohammadpur,Digha,Nagri Para,,
Khulna,Magura,Mohammadpur,Digha,Palla,,
Khulna,Magura,Mohammadpur,Digha,Panch Bhatra,,
Khulna,Magura,Mohammadpur,Digha,Panchuria,,
Khulna,Magura,Mohammadpur,Digha,Phalsia,,
Khulna,Magura,Mohammadpur,Digha,Shirgram,,
Khulna,Magura,Mohammadpur,Digha,Sindail Chitta Bishra,,
Khulna,Magura,Mohammadpur,Mohammadpur,Bagar Radhanagar,,
Khulna,Magura,Mohammadpur,Mohammadpur,Bairal Panchuria,,
Khulna,Magura,Mohammadpur,Mohammadpur,Basur Dhuljuri,,
Khulna,Magura,Mohammadpur,Mohammadpur,Bholanathpur,,
Khulna,Magura,Mohammadpur,Mohammadpur,Char Chhatiani Paschi,,
Khulna,Magura,Mohammadpur,Mohammadpur,Dhoail,,
Khulna,Magura,Mohammadpur,Mohammadpur,Dhupuria,,
Khulna,Magura,Mohammadpur,Mohammadpur,Dhushrail,,
Khulna,Magura,Mohammadpur,Mohammadpur,Jangalia,,
Khulna,Magura,Mohammadpur,Mohammadpur,Jangalia,,
Khulna,Magura,Mohammadpur,Mohammadpur,Kanainagar,,
Khulna,Magura,Mohammadpur,Mohammadpur,Lahuria,,
Khulna,Magura,Mohammadpur,Mohammadpur,Murail Paschimkhanda,,
Khulna,Magura,Mohammadpur,Mohammadpur,Naihati,,
Khulna,Magura,Mohammadpur,Mohammadpur,Panchuria,,
Khulna,Magura,Mohammadpur,Mohammadpur,Paschim Char Barni,,
Khulna,Magura,Mohammadpur,Mohammadpur,Poail,,
Khulna,Magura,Mohammadpur,Mohammadpur,Purba Narayanpur,,
Khulna,Magura,Mohammadpur,Mohammadpur,Roy Pasha,,
Khulna,Magura,Mohammadpur,Mohammadpur,Ruijani,,
Khulna,Magura,Mohammadpur,Mohammadpur,Shyamnagar,,
Khulna,Magura,Mohammadpur,Mohammadpur,Surjyakunda,,
Khulna,Magura,Mohammadpur,Nahata,Bilwa Para,,
Khulna,Magura,Mohammadpur,Nahata,Chakulia,,
Khulna,Magura,Mohammadpur,Nahata,Darisaldha,,
Khulna,Magura,Mohammadpur,Nahata,Fulbari,,
Khulna,Magura,Mohammadpur,Nahata,Indrapur,,
Khulna,Magura,Mohammadpur,Nahata,Joyrampur,,
Khulna,Magura,Mohammadpur,Nahata,Kalagachhia,,
Khulna,Magura,Mohammadpur,Nahata,Masakhali,,
Khulna,Magura,Mohammadpur,Nahata,Mobarakpur,,
Khulna,Magura,Mohammadpur,Nahata,Nahata,,
Khulna,Magura,Mohammadpur,Nahata,Narandia,,
Khulna,Magura,Mohammadpur,Nahata,Parameshwarpur,,
Khulna,Magura,Mohammadpur,Nahata,Saldha,,
Khulna,Magura,Mohammadpur,Palashbaria,Balabhadrapur,,
Khulna,Magura,Mohammadpur,Palashbaria,Balarampur,,
Khulna,Magura,Mohammadpur,Palashbaria,Banagram,,
Khulna,Magura,Mohammadpur,Palashbaria,Bethari,,
Khulna,Magura,Mohammadpur,Palashbaria,Bhabanipur,,
Khulna,Magura,Mohammadpur,Palashbaria,Char Jhama,,
Khulna,Magura,Mohammadpur,Palashbaria,Char Kalisankarpur,,
Khulna,Magura,Mohammadpur,Palashbaria,Deuli,,
Khulna,Magura,Mohammadpur,Palashbaria,Digmajhi,,
Khulna,Magura,Mohammadpur,Palashbaria,Jasumantapur,,
Khulna,Magura,Mohammadpur,Palashbaria,Jhama,,
Khulna,Magura,Mohammadpur,Palashbaria,Joka,,
Khulna,Magura,Mohammadpur,Palashbaria,Khord Fulbari,,
Khulna,Magura,Mohammadpur,Palashbaria,Madhupur,,
Khulna,Magura,Mohammadpur,Palashbaria,Maheshpur,,
Khulna,Magura,Mohammadpur,Palashbaria,Mandarbaria,,
Khulna,Magura,Mohammadpur,Palashbaria,Mangalgati,,
Khulna,Magura,Mohammadpur,Palashbaria,Moufalkandi,,
Khulna,Magura,Mohammadpur,Palashbaria,Narikelbaria,,
Khulna,Magura,Mohammadpur,Palashbaria,Palashbaria,,
Khulna,Magura,Mohammadpur,Palashbaria,Rampur,,
Khulna,Magura,Mohammadpur,Palashbaria,Uthali,,
Khulna,Magura,Mohammadpur,Rajapur,Banagram,,
Khulna,Magura,Mohammadpur,Rajapur,Ganganandapur,,
Khulna,Magura,Mohammadpur,Rajapur,Gobarnada,,
Khulna,Magura,Mohammadpur,Rajapur,Jhagardia,,
Khulna,Magura,Mohammadpur,Rajapur,Kamaldhari,,
Khulna,Magura,Mohammadpur,Rajapur,Naobhanga,,
Khulna,Magura,Mohammadpur,Rajapur,Rahatpur,,
Khulna,Magura,Mohammadpur,Rajapur,Rajapur,,
Khulna,Magura,Mohammadpur,Rajapur,Rajpat,,
Khulna,Magura,Mohammadpur,Rajapur,Rarikhali,,
Khulna,Magura,Shalikha,Arpara,Alokdia,,
Khulna,Magura,Shalikha,Arpara,Anandanagar,,
Khulna,Magura,Shalikha,Arpara,Arazi Salai,,
Khulna,Magura,Shalikha,Arpara,Arpara,,
Khulna,Magura,Shalikha,Arpara,Baraichara,,
Khulna,Magura,Shalikha,Arpara,Chukinagar,,
Khulna,Magura,Shalikha,Arpara,Dari Salai,,
Khulna,Magura,Shalikha,Arpara,Dhama Sima,,
Khulna,Magura,Shalikha,Arpara,Dighi,,
Khulna,Magura,Shalikha,Arpara,Gopalgram,,
Khulna,Magura,Shalikha,Arpara,Junari,,
Khulna,Magura,Shalikha,Arpara,Krishnapur,,
Khulna,Magura,Shalikha,Arpara,Kumarkota,,
Khulna,Magura,Shalikha,Arpara,Poragachhi,,
Khulna,Magura,Shalikha,Arpara,Pukuria,,
Khulna,Magura,Shalikha,Arpara,Ramkantapur,,
Khulna,Magura,Shalikha,Arpara,Sreehatta,,
Khulna,Magura,Shalikha,Bunagati,Baulia Bharat,,
Khulna,Magura,Shalikha,Bunagati,Bunagati,,
Khulna,Magura,Shalikha,Bunagati,Deshmukh Para,,
Khulna,Magura,Shalikha,Bunagati,Hatbaria,,
Khulna,Magura,Shalikha,Bunagati,Kuatpur,,
Khulna,Magura,Shalikha,Bunagati,Naliachhabri,,
Khulna,Magura,Shalikha,Bunagati,Narapati,,
Khulna,Magura,Shalikha,Bunagati,Radadanga,,
Khulna,Magura,Shalikha,Bunagati,Rampur,,
Khulna,Magura,Shalikha,Dhaneshwargati,Bara Amin,,
Khulna,Magura,Shalikha,Dhaneshwargati,Chatkabaria,,
Khulna,Magura,Shalikha,Dhaneshwargati,Chhaniar Para,,
Khulna,Magura,Shalikha,Dhaneshwargati,Chhota Amin,,
Khulna,Magura,Shalikha,Dhaneshwargati,Chhota Thai Para,,
Khulna,Magura,Shalikha,Dhaneshwargati,Debila,,
Khulna,Magura,Shalikha,Dhaneshwargati,Dhaneshwargati,,
Khulna,Magura,Shalikha,Dhaneshwargati,Dhapua Para,,
Khulna,Magura,Shalikha,Dhaneshwargati,Dhaukhali,,
Khulna,Magura,Shalikha,Dhaneshwargati,Dhopa Baysa,,
Khulna,Magura,Shalikha,Dhaneshwargati,Gajadurba,,
Khulna,Magura,Shalikha,Dhaneshwargati,Khilgati,,
Khulna,Magura,Shalikha,Dhaneshwargati,Kotbha,,
Khulna,Magura,Shalikha,Dhaneshwargati,Masakhali,,
Khulna,Magura,Shalikha,Dhaneshwargati,Nityananda,,
Khulna,Magura,Shalikha,Dhaneshwargati,Piprul,,
Khulna,Magura,Shalikha,Dhaneshwargati,Sarbasangdaha,,
Khulna,Magura,Shalikha,Dhaneshwargati,Singra,,
Khulna,Magura,Shalikha,Dhaneshwargati,Thai Para,,
Khulna,Magura,Shalikha,Dhaneshwargati,Tilkhari,,
Khulna,Magura,Shalikha,Gangarampur,Bamankhali,,
Khulna,Magura,Shalikha,Gangarampur,Darikhator,,
Khulna,Magura,Shalikha,Gangarampur,Gangarampur,,
Khulna,Magura,Shalikha,Gangarampur,Ghoshgati,,
Khulna,Magura,Shalikha,Gangarampur,Hansaikhola,,
Khulna,Magura,Shalikha,Gangarampur,Katigram,,
Khulna,Magura,Shalikha,Gangarampur,Kator Magura (Dari),,
Khulna,Magura,Shalikha,Gangarampur,Madhukhali,,
Khulna,Magura,Shalikha,Gangarampur,Manokhali,,
Khulna,Magura,Shalikha,Gangarampur,Pulum,,
Khulna,Magura,Shalikha,Gangarampur,Ramanandakati,,
Khulna,Magura,Shalikha,Gangarampur,Sabek Kator,,
Khulna,Magura,Shalikha,Gangarampur,Sonakur,,
Khulna,Magura,Shalikha,Shalikha,Adadanga,,
Khulna,Magura,Shalikha,Shalikha,Hazrahati,,
Khulna,Magura,Shalikha,Shalikha,Kanthalbaria,,
Khulna,Magura,Shalikha,Shalikha,Royzadapur,,
Khulna,Magura,Shalikha,Shalikha,Sarusona,,
Khulna,Magura,Shalikha,Shalikha,Sata Para,,
Khulna,Magura,Shalikha,Shalikha,Shalikha,,
Khulna,Magura,Shalikha,Shatakhali,Aruakandi,,
Khulna,Magura,Shalikha,Shatakhali,Baghdanga,,
Khulna,Magura,Shalikha,Shatakhali,Baikhola,,
Khulna,Magura,Shalikha,Shatakhali,Boyra,,
Khulna,Magura,Shalikha,Shatakhali,Chhaygharia,,
Khulna,Magura,Shalikha,Shatakhali,Deadanga,,
Khulna,Magura,Shalikha,Shatakhali,Gobra,,
Khulna,Magura,Shalikha,Shatakhali,Harishpur,,
Khulna,Magura,Shalikha,Shatakhali,Kadir Para,,
Khulna,Magura,Shalikha,Shatakhali,Katali,,
Khulna,Magura,Shalikha,Shatakhali,Kholabari,,
Khulna,Magura,Shalikha,Shatakhali,Panch Kaunia,,
Khulna,Magura,Shalikha,Shatakhali,Shatakhali,,
Khulna,Magura,Shalikha,Shatakhali,Simakhali,,
Khulna,Magura,Shalikha,Talkhari,Balai Naghosa,,
Khulna,Magura,Shalikha,Talkhari,Bharatpur,,
Khulna,Magura,Shalikha,Talkhari,Bhatoal,,
Khulna,Magura,Shalikha,Talkhari,Bhulbaria,,
Khulna,Magura,Shalikha,Talkhari,Chandra,,
Khulna,Magura,Shalikha,Talkhari,Chatia,,
Khulna,Magura,Shalikha,Talkhari,Dakshin Darilakshmipu,,
Khulna,Magura,Shalikha,Talkhari,Deluabaria,,
Khulna,Magura,Shalikha,Talkhari,Goalkhali,,
Khulna,Magura,Shalikha,Talkhari,Gobindapur,,
Khulna,Magura,Shalikha,Talkhari,Kuskhali,,
Khulna,Magura,Shalikha,Talkhari,Naghosa,,
Khulna,Magura,Shalikha,Talkhari,Patharghata,,
Khulna,Magura,Shalikha,Talkhari,Piarpur,,
Khulna,Magura,Shalikha,Talkhari,Sablat,,
Khulna,Magura,Shalikha,Talkhari,Satanfuria,,
Khulna,Magura,Shalikha,Talkhari,Seojgati,,
Khulna,Magura,Shalikha,Talkhari,Talkhari,,
Khulna,Magura,Shalikha,Talkhari,Tiorkhali,,
Khulna,Magura,Shalikha,Talkhari,Uchgram,,
Khulna,Magura,Sreepur,Amalsar,Amalsar,,
Khulna,Magura,Sreepur,Amalsar,Badanpur,,
Khulna,Magura,Sreepur,Amalsar,Balarampur,,
Khulna,Magura,Sreepur,Amalsar,Bil Nathur,,
Khulna,Magura,Sreepur,Amalsar,Chhota Udas,,
Khulna,Magura,Sreepur,Amalsar,Kalinagar,,
Khulna,Magura,Sreepur,Amalsar,Karandi,,
Khulna,Magura,Sreepur,Amalsar,Paschim Rajapur,,
Khulna,Magura,Sreepur,Amalsar,Purba Rajapur,,
Khulna,Magura,Sreepur,Amalsar,Rakshakandi,,
Khulna,Magura,Sreepur,Amalsar,Ramchandrapur,,
Khulna,Magura,Sreepur,Dariapur,Chaugachhi,,
Khulna,Magura,Sreepur,Dariapur,Dariapur,,
Khulna,Magura,Sreepur,Dariapur,Ghasial,,
Khulna,Magura,Sreepur,Dariapur,Mahishpur,,
Khulna,Magura,Sreepur,Gayeshpur,Baraudas,,
Khulna,Magura,Sreepur,Gayeshpur,Bartala,,
Khulna,Magura,Sreepur,Gayeshpur,Chakdaha,,
Khulna,Magura,Sreepur,Gayeshpur,Chandibar,,
Khulna,Magura,Sreepur,Gayeshpur,Chaturia,,
Khulna,Magura,Sreepur,Gayeshpur,Ichhapur,,
Khulna,Magura,Sreepur,Gayeshpur,Joka,,
Khulna,Magura,Sreepur,Gayeshpur,Kusai Ichhapur,,
Khulna,Magura,Sreepur,Gayeshpur,Masalia,,
Khulna,Magura,Sreepur,Gayeshpur,Nangalband,,
Khulna,Magura,Sreepur,Gayeshpur,Naogaon,,
