division,district,upazila,union,depth 0+,depth 0-90,depth 90+,depth 90-150,depth 150+,depth 0-15.3,depth 15.3-45,depth 45-65,depth 65-90
Chittagong,Lakshmipur,Lakshmipur Sadar,Tiariganj,78,3,75,0,75,3,0,0,0
Chittagong,Lakshmipur,Lakshmipur Sadar,Char Ramani Mohan,31,3,28,0,28,3,0,0,0
Chittagong,Lakshmipur,Lakshmipur Sadar,Lakshmipur Paurashava,29,1,28,0,28,0,1,0,0
Chittagong,Lakshmipur,Lakshmipur Sadar,Tum Char,67,1,66,0,66,1,0,0,0
Chittagong,Lakshmipur,Lakshmipur Sadar,Kushakhali,633,578,55,0,55,0,569,8,1
Chittagong,Lakshmipur,Lakshmipur Sadar,Uttar Hamchadi,2439,2207,232,14,218,0,1655,482,70
Chittagong,Lakshmipur,Lakshmipur Sadar,Dakshin Hamchadi,1546,1375,171,5,166,0,1115,231,29
Chittagong,Lakshmipur,Lakshmipur Sadar,Laharkandi,1740,1655,85,0,85,0,1492,142,21
Chittagong,Lakshmipur,Lakshmipur Sadar,Mandari,2166,2020,146,3,143,0,1861,142,17
Chittagong,Lakshmipur,Lakshmipur Sadar,Parbatinagar,1408,1364,44,8,36,0,1257,81,26
Chittagong,Lakshmipur,Lakshmipur Sadar,Shak Char,1445,1251,194,1,193,0,1172,68,11
Chittagong,Lakshmipur,Lakshmipur Sadar,Char Ruhita,693,477,216,1,215,0,437,34,6
Chittagong,Lakshmipur,Lakshmipur Sadar,Bangakha,1952,1910,42,2,40,0,1677,210,23
Chittagong,Lakshmipur,Lakshmipur Sadar,Dalal Bazar,1398,1163,235,6,229,0,612,489,62
Chittagong,Lakshmipur,Lakshmipur Sadar,Bhabaniganj,2260,2014,246,4,242,0,1857,142,15
Chittagong,Lakshmipur,Lakshmipur Sadar,Uttar Joypur,1771,1690,81,1,80,0,1289,363,38
Chittagong,Lakshmipur,Lakshmipur Sadar,Datta Para,3263,3137,126,13,113,0,2608,441,88
Chittagong,Lakshmipur,Lakshmipur Sadar,Charsai,2379,2325,54,2,52,0,2210,101,14
Chittagong,Lakshmipur,Lakshmipur Sadar,Basikpur,3101,2890,211,8,203,0,2332,455,103
Chittagong,Lakshmipur,Lakshmipur Sadar,Dighali,1954,1913,41,3,38,0,1732,152,29
Chittagong,Lakshmipur,Lakshmipur Sadar,Hajir Para,2466,2415,51,5,46,0,1991,368,56
Chittagong,Lakshmipur,Lakshmipur Sadar,Chandraganj,3069,3004,65,6,59,0,2604,365,35
Chittagong,Lakshmipur,Lakshmipur Sadar,###,35888,33396,2492,82,2410,7,28471,4274,644
Chittagong,Lakshmipur,Ramgati,Bara Kheri,2,1,1,0,1,1,0,0,0
Chittagong,Lakshmipur,Ramgati,Char Ramiz,69,0,69,0,69,0,0,0,0
Chittagong,Lakshmipur,Ramgati,Char Alexandar,61,1,60,0,60,1,0,0,0
Chittagong,Lakshmipur,Ramgati,Char Algi,25,1,24,0,24,1,0,0,0
Chittagong,Lakshmipur,Ramgati,Char Bedam,17,1,16,0,16,1,0,0,0
Chittagong,Lakshmipur,Ramgati,Char Poragacha,34,0,34,0,34,0,0,0,0
Chittagong,Lakshmipur,Ramgati,Ramgati Paurashava,5,0,5,0,5,0,0,0,0
Chittagong,Lakshmipur,Ramgati,Char Gazi,2,0,2,0,2,0,0,0,0
Chittagong,Lakshmipur,Ramgati,Char Abdullah,3,0,3,0,3,0,0,0,0
Chittagong,Lakshmipur,Ramgati,###,218,4,214,0,214,4,0,0,0
Chittagong,Lakshmipur,Kamalnagar,Torabgang,93,1,92,0,92,1,0,0,0
Chittagong,Lakshmipur,Kamalnagar,Hajirhat,63,0,63,0,63,0,0,0,0
Chittagong,Lakshmipur,Kamalnagar,Char Lawrence,60,1,59,0,59,1,0,0,0
Chittagong,Lakshmipur,Kamalnagar,Char Falcon,23,0,23,0,23,0,0,0,0
Chittagong,Lakshmipur,Kamalnagar,Patarir Hat,69,1,68,0,68,1,0,0,0
Chittagong,Lakshmipur,Kamalnagar,Saheberhat,54,0,54,0,54,0,0,0,0
Chittagong,Lakshmipur,Kamalnagar,Char Martin,33,1,32,0,32,1,0,0,0
Chittagong,Lakshmipur,Kamalnagar,Char Kalkini,14,0,14,0,14,0,0,0,0
Chittagong,Lakshmipur,Kamalnagar,Char Kadira,23,0,23,0,23,0,0,0,0
Chittagong,Lakshmipur,Kamalnagar,###,432,4,428,0,428,4,0,0,0
Chittagong,Lakshmipur,Roypur,Roypur Paurashava,57,1,56,0,56,1,0,0,0
Chittagong,Lakshmipur,Roypur,Keroa,203,1,202,0,202,1,0,0,0
Chittagong,Lakshmipur,Roypur,Royipur,118,0,118,0,118,0,0,0,0
Chittagong,Lakshmipur,Roypur,North Char Ababil,140,0,140,0,140,0,0,0,0
Chittagong,Lakshmipur,Roypur,South Char Bangshi Union,131,0,131,0,131,0,0,0,0
Chittagong,Lakshmipur,Roypur,Bamni,118,0,118,0,118,0,0,0,0
Chittagong,Lakshmipur,Roypur,South Char Ababil,147,1,146,0,146,1,0,0,0
Chittagong,Lakshmipur,Roypur,North Char Bangshi,145,1,144,0,144,1,0,0,0
Chittagong,Lakshmipur,Roypur,Char Mohana,181,1,180,0,180,1,0,0,0
Chittagong,Lakshmipur,Roypur,Char Pata,90,0,90,0,90,0,0,0,0
Chittagong,Lakshmipur,Roypur,Sonapur,133,1,132,0,132,1,0,0,0
Chittagong,Lakshmipur,Roypur,###,1463,6,1457,0,1457,6,0,0,0
Chittagong,Lakshmipur,Ramganj,Lamchar,12,0,12,0,12,0,0,0,0
Chittagong,Lakshmipur,Ramganj,Noagaon,3,0,3,0,3,0,0,0,0
Chittagong,Lakshmipur,Ramganj,Bhatra,9,2,7,0,7,1,1,0,0
Chittagong,Lakshmipur,Ramganj,Ramganj Paurashava,49,1,48,0,48,0,1,0,0
Chittagong,Lakshmipur,Ramganj,Chandipur,7,3,4,0,4,3,0,0,0
Chittagong,Lakshmipur,Ramganj,Bhadur,2,1,1,0,1,0,1,0,0
Chittagong,Lakshmipur,Ramganj,Karpara,2,1,1,0,1,1,0,0,0
Chittagong,Lakshmipur,Ramganj,Ichhapur,1,1,0,0,0,0,1,0,0
Chittagong,Lakshmipur,Ramganj,Kanchanpur,1,1,0,0,0,0,1,0,0
Chittagong,Lakshmipur,Ramganj,Bholakot,0,0,0,0,0,0,0,0,0
Chittagong,Lakshmipur,Ramganj,Darbeshpur,0,0,0,0,0,0,0,0,0
Chittagong,Lakshmipur,Ramganj,###,86,10,76,0,76,5,5,0,0
Chittagong,Lakshmipur,###,###,38087,33420,4667,82,4585,26,28476,4274,644
Chittagong,Chandpur,Kachua,Ashrafpur,2,1,1,0,1,0,1,0,0
Chittagong,Chandpur,Kachua,Kadla,4,3,1,1,0,0,3,0,0
Chittagong,Chandpur,Kachua,Purba Sahadebpur,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Kachua,Uttar Kachua,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Kachua,Pathair,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Kachua,Sachar,2,1,1,0,1,0,1,0,0
Chittagong,Chandpur,Kachua,Uttar Gohat,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Kachua,Karaia,3,0,3,0,3,0,0,0,0
Chittagong,Chandpur,Kachua,Bitara,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Kachua,Dakshin Gohat,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Kachua,Dakshin Kachua,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Kachua,Kachua Paurashava,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Kachua,Paschim Sahadebpur,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Kachua,###,15,9,6,1,5,0,9,0,0
Chittagong,Chandpur,Hajiganj,Purba Barkul,1,0,1,0,1,0,0,0,0
Chittagong,Chandpur,Hajiganj,Dakshin Gandharbapur,3,1,2,0,2,0,1,0,0
Chittagong,Chandpur,Hajiganj,Hajiganj Paurashava,1,0,1,1,0,0,0,0,0
Chittagong,Chandpur,Hajiganj,Hajiganj,2,2,0,0,0,0,2,0,0
Chittagong,Chandpur,Hajiganj,Bakila,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Hajiganj,Uttar Kalocho,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Hajiganj,Uttar Gandharabpur,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Hajiganj,Paschim Barkul,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Hajiganj,Dakshin Kalocho,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Hajiganj,Hatila Purba,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Hajiganj,Pachim Hatila,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Hajiganj,Uttar Rajargaon,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Hajiganj,###,11,7,4,1,3,0,7,0,0
Chittagong,Chandpur,Haim Char,Char Bhairabi,7,1,6,0,6,0,1,0,0
Chittagong,Chandpur,Haim Char,Dakshin Algi Durgapur,1,0,1,0,1,0,0,0,0
Chittagong,Chandpur,Haim Char,Uttar Algi Durgapur,3,1,2,0,2,0,1,0,0
Chittagong,Chandpur,Haim Char,Gazipur,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Haim Char,Haim Char,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Haim Char,Nilkamal,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Haim Char,###,11,2,9,0,9,0,2,0,0
Chittagong,Chandpur,Faridganj,Paschim Char Dukhia,1,0,1,0,1,0,0,0,0
Chittagong,Chandpur,Faridganj,Purba Char Dukhia,4,0,4,0,4,0,0,0,0
Chittagong,Chandpur,Faridganj,Dakshin Rupsa,2,1,1,0,1,0,1,0,0
Chittagong,Chandpur,Faridganj,Dakshin Faridganj,4,1,3,0,3,1,0,0,0
Chittagong,Chandpur,Faridganj,Purba Baluthupa,1,0,1,0,1,0,0,0,0
Chittagong,Chandpur,Faridganj,Faridganj Paurashava,4,1,3,0,3,1,0,0,0
Chittagong,Chandpur,Faridganj,Purba Gupti,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Faridganj,Paschim Subidpur,1,1,0,0,0,1,0,0,0
Chittagong,Chandpur,Faridganj,Uttar Gobindapur,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Faridganj,Uttar Rupsa,1,1,0,0,0,1,0,0,0
Chittagong,Chandpur,Faridganj,Paschim Baluthupa,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Faridganj,Dakshin Paik Para,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Faridganj,Dakshin Gobindapur,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Faridganj,Paschim Gupti,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Faridganj,Purba Subidpur,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Faridganj,Uttar Paikpara,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Faridganj,###,22,9,13,0,13,4,5,0,0
Chittagong,Chandpur,Matlab Uttar,Mohanpur,6,1,5,0,5,0,1,0,0
Chittagong,Chandpur,Matlab Uttar,Satnal,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Matlab Uttar,Paschim Fatehpur,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Matlab Uttar,Farajikandi,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Matlab Uttar,Baganbari,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Uttar,Durgapur,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Uttar,Eklaspur,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Uttar,Gajra,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Uttar,Islamabad,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Uttar,Jahirabad,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Uttar,Kalakanda,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Uttar,Purba Fatehpur,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Uttar,Sadullapur,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Uttar,Sengarchar Paurashava,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Uttar,Sultanabad,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Uttar,###,9,4,5,0,5,0,4,0,0
Chittagong,Chandpur,Chandpur Sadar,Rampur,1,0,1,0,1,0,0,0,0
Chittagong,Chandpur,Chandpur Sadar,Chandpur Paurashava,2,1,1,1,0,0,1,0,0
Chittagong,Chandpur,Chandpur Sadar,Ashikati,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Chandpur Sadar,Bishnupur,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Chandpur Sadar,Balia,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Chandpur Sadar,Chandra,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Chandpur Sadar,Tarpur Chandi,2,1,1,0,1,0,1,0,0
Chittagong,Chandpur,Chandpur Sadar,Shah Mahmudpur,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Chandpur Sadar,Ibrahimpur,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Chandpur Sadar,Baghadi,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Chandpur Sadar,Hanar Char,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Chandpur Sadar,Kalyanpur,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Chandpur Sadar,Maishadi,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Chandpur Sadar,Rajrajeshwar,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Chandpur Sadar,Sakhua,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Chandpur Sadar,###,12,9,3,1,2,0,9,0,0
Chittagong,Chandpur,Shahrasti,Uttar Suchi Para,8,1,7,0,7,0,1,0,0
Chittagong,Chandpur,Shahrasti,Tamta Paschim,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Shahrasti,East Chitasi,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Shahrasti,Shahrasti Paurashava,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Shahrasti,Uttar Roysree,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Shahrasti,Dakshin Meher,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Shahrasti,Dakshin Roysree,1,0,1,0,1,0,0,0,0
Chittagong,Chandpur,Shahrasti,Dakshin Suchi Para,5,0,5,0,5,0,0,0,0
Chittagong,Chandpur,Shahrasti,Tamta Purba,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Shahrasti,Uttar Meher,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Shahrasti,West Chitasi,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Shahrasti,###,19,6,13,0,13,0,6,0,0
Chittagong,Chandpur,Matlab Dakshin,Narayanpur,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Matlab Dakshin,Matlab Paurashava,2,2,0,0,0,0,1,1,0
Chittagong,Chandpur,Matlab Dakshin,Khadergaon,1,1,0,0,0,0,1,0,0
Chittagong,Chandpur,Matlab Dakshin,Dakhsin Nayergaon,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Dakshin,Dakshin Upadi,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Dakshin,Uttar Nayergaon,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Dakshin,Uttar Upadi,0,0,0,0,0,0,0,0,0
Chittagong,Chandpur,Matlab Dakshin,###,4,4,0,0,0,0,3,1,0
Chittagong,Chandpur,###,###,103,50,53,3,50,4,45,1,0
Chittagong,Noakhali,Kabirhat,Bataiya,3,0,3,0,3,0,0,0,0
Chittagong,Noakhali,Kabirhat,Sundalpur,8,0,8,0,8,0,0,0,0
Chittagong,Noakhali,Kabirhat,Dhan Shalik,1,0,1,0,1,0,0,0,0
Chittagong,Noakhali,Kabirhat,Narottampur,3,1,2,0,2,0,1,0,0
Chittagong,Noakhali,Kabirhat,Chaprashirhat,29,1,28,0,28,1,0,0,0
Chittagong,Noakhali,Kabirhat,Ghoshbagh,7,0,7,0,7,0,0,0,0
Chittagong,Noakhali,Kabirhat,Kabirhat Paurashava,2,0,2,0,2,0,0,0,0
Chittagong,Noakhali,Kabirhat,Dhan Siri,0,0,0,0,0,0,0,0,0
Chittagong,Noakhali,Kabirhat,###,53,2,51,0,51,1,1,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Binodpur,6,0,6,0,6,0,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Kaladaraf,222,0,222,0,222,0,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Ewazbalia,200,1,199,0,199,1,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Noannai,101,1,100,0,100,1,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Noakhali Paurashava,4,2,2,0,2,2,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Dadpur,113,0,113,0,113,0,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Kadir Hanif,13,0,13,0,13,0,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Ashwadia,6,1,5,0,5,1,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Noakhali,87,0,87,0,87,0,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Purba Char Matua,115,0,115,0,115,0,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Anderchar,32,0,32,0,32,0,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Char Matua,113,1,112,0,112,1,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Dharmapur,6,0,6,0,6,0,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),Niazpur,0,0,0,0,0,0,0,0,0
Chittagong,Noakhali,Noakhali Sadar (Sudharam),###,1018,6,1012,0,1012,6,0,0,0
Chittagong,Noakhali,Sonaimuri,Amisha Para,108,1,107,0,107,1,0,0,0
Chittagong,Noakhali,Sonaimuri,Ambarnagar,160,0,160,0,160,0,0,0,0
Chittagong,Noakhali,Sonaimuri,Baragaon,14,1,13,0,13,1,0,0,0
Chittagong,Noakhali,Sonaimuri,Bazra,138,0,138,0,138,0,0,0,0
Chittagong,Noakhali,Sonaimuri,Nateshwar,155,0,155,0,155,0,0,0,0
Chittagong,Noakhali,Sonaimuri,Deoti,92,0,92,0,92,0,0,0,0
Chittagong,Noakhali,Sonaimuri,Jayag,154,1,153,0,153,1,0,0,0
Chittagong,Noakhali,Sonaimuri,Nadana,111,0,111,0,111,0,0,0,0
Chittagong,Noakhali,Sonaimuri,Sonaimuri Paurashava,6,1,5,0,5,1,0,0,0
Chittagong,Noakhali,Sonaimuri,Chashirhat,4,0,4,0,4,0,0,0,0
Chittagong,Noakhali,Sonaimuri,Sonapur,112,0,112,0,112,0,0,0,0
Chittagong,Noakhali,Sonaimuri,###,1054,4,1050,0,1050,4,0,0,0
Chittagong,Noakhali,Begumganj,Chhayani,166,1,165,0,165,1,0,0,0
Chittagong,Noakhali,Begumganj,Rasulpur,128,0,128,0,128,0,0,0,0
Chittagong,Noakhali,Begumganj,Alyerapur,157,0,157,0,157,0,0,0,0
Chittagong,Noakhali,Begumganj,Amanullapur,85,1,84,0,84,1,0,0,0
Chittagong,Noakhali,Begumganj,Kutubpur,145,1,144,0,144,1,0,0,0
Chittagong,Noakhali,Begumganj,Chaumohani Paurashava,20,0,20,0,20,0,0,0,0
Chittagong,Noakhali,Begumganj,Begumganj,68,0,68,0,68,0,0,0,0
Chittagong,Noakhali,Begumganj,Durgapur,122,0,122,0,122,0,0,0,0
Chittagong,Noakhali,Begumganj,Hajipur,141,1,140,0,140,0,1,0,0
Chittagong,Noakhali,Begumganj,Eklashpur,154,0,154,0,154,0,0,0,0
Chittagong,Noakhali,Begumganj,Gopalpur,200,0,200,0,200,0,0,0,0
Chittagong,Noakhali,Begumganj,Jirtali,168,1,167,0,167,1,0,0,0
Chittagong,Noakhali,Begumganj,Kadirpur,97,1,96,0,96,1,0,0,0
Chittagong,Noakhali,Begumganj,Mir Warishpur,141,0,141,0,141,0,0,0,0
Chittagong,Noakhali,Begumganj,Narottampur,12,1,11,0,11,1,0,0,0
Chittagong,Noakhali,Begumganj,Rajganj,142,0,142,0,142,0,0,0,0
Chittagong,Noakhali,Begumganj,Sharifpur,130,0,130,0,130,0,0,0,0
Chittagong,Noakhali,Begumganj,###,2076,7,2069,0,2069,6,1,0,0
Chittagong,Noakhali,Senbagh,Kabilpur,19,1,18,0,18,1,0,0,0
Chittagong,Noakhali,Senbagh,Senbagh Paurashava,51,1,50,0,50,1,0,0,0
Chittagong,Noakhali,Senbagh,Kadra,21,0,21,0,21,0,0,0,0
Chittagong,Noakhali,Senbagh,Kesharpar,14,1,13,0,13,0,1,0,0
Chittagong,Noakhali,Senbagh,Dumuria,3,1,2,0,2,0,1,0,0
Chittagong,Noakhali,Senbagh,Arjuntala,6,0,6,0,6,0,0,0,0
Chittagong,Noakhali,Senbagh,Nabipur,5,1,4,0,4,1,0,0,0
Chittagong,Noakhali,Senbagh,Chhatarpaia,1,1,0,0,0,1,0,0,0
Chittagong,Noakhali,Senbagh,Mohammadpur,1,1,0,0,0,1,0,0,0
Chittagong,Noakhali,Senbagh,Bejoybagh,1,1,0,0,0,1,0,0,0
Chittagong,Noakhali,Senbagh,###,122,8,114,0,114,6,2,0,0
Chittagong,Noakhali,Chatkhil,Khil Para,16,1,15,0,15,1,0,0,0
Chittagong,Noakhali,Chatkhil,Chatkhil Paurashava,83,4,79,0,79,4,0,0,0
Chittagong,Noakhali,Chatkhil,Sahapur,9,1,8,0,8,1,0,0,0
Chittagong,Noakhali,Chatkhil,Panchgaon,12,3,9,0,9,3,0,0,0
Chittagong,Noakhali,Chatkhil,Ramnarayanpur,5,1,4,0,4,1,0,0,0
Chittagong,Noakhali,Chatkhil,Mohammadpur,4,1,3,0,3,0,1,0,0
Chittagong,Noakhali,Chatkhil,Badalkut,3,1,2,0,2,1,0,0,0
Chittagong,Noakhali,Chatkhil,Parkote,1,1,0,0,0,1,0,0,0
Chittagong,Noakhali,Chatkhil,Hatpukuria Ghatlabag,0,0,0,0,0,0,0,0,0
Chittagong,Noakhali,Chatkhil,Nayakhola,0,0,0,0,0,0,0,0,0
Chittagong,Noakhali,Chatkhil,###,133,13,120,0,120,12,1,0,0
Chittagong,Noakhali,Companiganj,Char Parbati,14,1,13,0,13,1,0,0,0
Chittagong,Noakhali,Companiganj,Rampur,50,1,49,0,49,1,0,0,0
Chittagong,Noakhali,Companiganj,Char Elahi,34,0,34,0,34,0,0,0,0
Chittagong,Noakhali,Companiganj,Char Fakira,73,1,72,0,72,1,0,0,0
Chittagong,Noakhali,Companiganj,Musapur,67,1,66,0,66,1,0,0,0
Chittagong,Noakhali,Companiganj,Char Hazari,1,1,0,0,0,1,0,0,0
Chittagong,Noakhali,Companiganj,Char Kakra,2,2,0,0,0,2,0,0,0
Chittagong,Noakhali,Companiganj,Basurhat Paurashava,0,0,0,0,0,0,0,0,0
Chittagong,Noakhali,Companiganj,Sirajpur,0,0,0,0,0,0,0,0,0
Chittagong,Noakhali,Companiganj,###,241,7,234,0,234,7,0,0,0
Chittagong,Noakhali,Subarnachar,Char Clerk,87,0,87,0,87,0,0,0,0
Chittagong,Noakhali,Subarnachar,Char Bata,83,1,82,0,82,1,0,0,0
Chittagong,Noakhali,Subarnachar,Char Amanullah,66,0,66,0,66,0,0,0,0
Chittagong,Noakhali,Subarnachar,Char Jubille,153,0,153,0,153,0,0,0,0
Chittagong,Noakhali,Subarnachar,Char Wapda,65,0,65,0,65,0,0,0,0
Chittagong,Noakhali,Subarnachar,Mohammadpur,2,0,2,0,2,0,0,0,0
Chittagong,Noakhali,Subarnachar,Char Jabbar,121,1,120,0,120,1,0,0,0
Chittagong,Noakhali,Subarnachar,Purba Char Bata,0,0,0,0,0,0,0,0,0
Chittagong,Noakhali,Subarnachar,###,577,2,575,0,575,2,0,0,0
Chittagong,Noakhali,Hatiya,Char Ishwar,165,0,165,0,165,0,0,0,0
Chittagong,Noakhali,Hatiya,Hatiya Paurashava,103,0,103,0,103,0,0,0,0
Chittagong,Noakhali,Hatiya,Tamaruddin,122,0,122,0,122,0,0,0,0
Chittagong,Noakhali,Hatiya,Burir Char,112,0,112,0,112,0,0,0,0
Chittagong,Noakhali,Hatiya,Jahajmara,124,0,124,0,124,0,0,0,0
Chittagong,Noakhali,Hatiya,Nalchira,6,0,6,0,6,0,0,0,0
Chittagong,Noakhali,Hatiya,Sonadia,50,0,50,0,50,0,0,0,0
Chittagong,Noakhali,Hatiya,Harni,3,0,3,0,3,0,0,0,0
Chittagong,Noakhali,Hatiya,Sukh Char,18,0,18,0,18,0,0,0,0
Chittagong,Noakhali,Hatiya,Nijum Dip,12,0,12,0,12,0,0,0,0
Chittagong,Noakhali,Hatiya,Chandnandi,22,0,22,0,22,0,0,0,0
Chittagong,Noakhali,Hatiya,Char King,0,0,0,0,0,0,0,0,0
Chittagong,Noakhali,Hatiya,###,737,0,737,0,737,0,0,0,0
Chittagong,Noakhali,###,###,6011,49,5962,0,5962,44,5,0,0
Chittagong,Khagrachhari,Matiranga,Belchhari,1,0,1,0,1,0,0,0,0
Chittagong,Khagrachhari,Matiranga,Beimar,1,0,1,0,1,0,0,0,0
Chittagong,Khagrachhari,Matiranga,Amtali,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Matiranga,Baranala,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Matiranga,Gumti,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Matiranga,Matiranga,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Matiranga,Matiranga Paurashava,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Matiranga,Taindang,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Matiranga,Tubalchhari,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Matiranga,###,2,0,2,0,2,0,0,0,0
Chittagong,Khagrachhari,Mahalchhari,Mahalchhari,2,0,2,0,2,0,0,0,0
Chittagong,Khagrachhari,Mahalchhari,Maschhari,3,0,3,0,3,0,0,0,0
Chittagong,Khagrachhari,Mahalchhari,Sindukchari,1,0,1,0,1,0,0,0,0
Chittagong,Khagrachhari,Mahalchhari,Kayangghat,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Mahalchhari,Mubachhari,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Mahalchhari,###,6,0,6,0,6,0,0,0,0
Chittagong,Khagrachhari,Lakshmichhari,Dulyatali,2,0,2,0,2,0,0,0,0
Chittagong,Khagrachhari,Lakshmichhari,Barmachhari,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Lakshmichhari,Lakshmichhari,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Lakshmichhari,###,2,0,2,0,2,0,0,0,0
Chittagong,Khagrachhari,Dighinala,Dighinala,2,0,2,0,2,0,0,0,0
Chittagong,Khagrachhari,Dighinala,Babuchhara,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Dighinala,Boalkhali,0,0,0,0,0,0,0,0,0
