division,district,upazila,union,depth 0+,depth 0-90,depth 90+,depth 90-150,depth 150+,depth 0-15.3,depth 15.3-45,depth 45-65,depth 65-90
Mymensingh,Mymensingh,Phulpur,Balikhan,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Phulpur,Banihala,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Phulpur,Bhaitkandi,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Phulpur,Bishka,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Phulpur,Dhakua,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Phulpur,Kakni,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Phulpur,Payari,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Phulpur,Phulpur,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Phulpur,Rambhadrapur,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Phulpur,Rampur,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Phulpur,Rupasi,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Phulpur,Singheshwar,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Phulpur,###,9,9,0,0,0,0,0,9,0
Mymensingh,Mymensingh,Dhobaura,Baghber,4,4,0,0,0,0,0,2,2
Mymensingh,Mymensingh,Dhobaura,Ghoshgaon,2,2,0,0,0,0,0,1,1
Mymensingh,Mymensingh,Dhobaura,Dobaura,1,1,0,0,0,0,0,0,1
Mymensingh,Mymensingh,Dhobaura,Dakshin Maij Para,2,2,0,0,0,0,0,2,0
Mymensingh,Mymensingh,Dhobaura,Gamaritala,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Dhobaura,Guatala,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Dhobaura,Pora Kandulia,0,0,0,0,0,0,0,0,0
Mymensingh,Mymensingh,Dhobaura,###,9,9,0,0,0,0,0,5,4
Mymensingh,Mymensingh,###,###,112,100,12,8,4,4,9,59,28
Mymensingh,Jamalpur,Jamalpur Sadar,Sahabajpur,2,2,0,0,0,0,1,1,0
Mymensingh,Jamalpur,Jamalpur Sadar,Lakshmir Char,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Ranagachha,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Titpalla,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Jamalpur Paurashava,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Sharifpur,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Ghoradhap,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Digpaith,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Kendua,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Meshta,2,2,0,0,0,0,2,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Banshchara,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Itail,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Narundi,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Rashidpur,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Sreepur,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,Tulsir Char,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Jamalpur Sadar,###,12,12,0,0,0,0,11,1,0
Mymensingh,Jamalpur,Islampur,Goaler Char,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Islampur,Islampur Paurashava,3,3,0,0,0,1,2,0,0
Mymensingh,Jamalpur,Islampur,Chinadulli,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Islampur,Patharsi,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Islampur,Kulkandi,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Islampur,Noarpara,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Islampur,Belgachha,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Islampur,Char Goalini,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Islampur,Char Putimari,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Islampur,Gaibandha,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Islampur,Islampur,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Islampur,Palbandha,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Islampur,Sapdhari,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Islampur,###,8,8,0,0,0,1,7,0,0
Mymensingh,Jamalpur,Madarganj,Char Pakerdaha,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Madarganj,Sidhuli,2,2,0,0,0,0,2,0,0
Mymensingh,Jamalpur,Madarganj,Gunaritala,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Madarganj,Madarganj Paurashava,2,2,0,0,0,1,1,0,0
Mymensingh,Jamalpur,Madarganj,Jorekhali,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Madarganj,Karaichara,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Madarganj,Adarbhita,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Madarganj,Balijuri,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Madarganj,###,9,9,0,0,0,1,8,0,0
Mymensingh,Jamalpur,Melandaha,Mahmudpur,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Melandaha,Fulkocha,1,1,0,0,0,1,0,0,0
Mymensingh,Jamalpur,Melandaha,Char Banipakuri,1,1,0,0,0,1,0,0,0
Mymensingh,Jamalpur,Melandaha,Kulia,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Melandaha,Melandaha Paurashava,3,3,0,0,0,0,3,0,0
Mymensingh,Jamalpur,Melandaha,Durmut,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Melandaha,Shaympur,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Melandaha,Jhaugara,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Melandaha,Nayanagar,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Melandaha,Adra,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Melandaha,Ghosher Para,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Melandaha,Nangla,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Melandaha,###,12,12,0,0,0,2,10,0,0
Mymensingh,Jamalpur,Bakshiganj,Bakshiganj,2,2,0,0,0,0,2,0,0
Mymensingh,Jamalpur,Bakshiganj,Bagar Char,2,2,0,0,0,1,1,0,0
Mymensingh,Jamalpur,Bakshiganj,Merur Char,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Bakshiganj,Sadhur Para,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Bakshiganj,Dhanua,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Bakshiganj,Nilakshmia,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Bakshiganj,Battajore,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Bakshiganj,###,9,9,0,0,0,1,8,0,0
Mymensingh,Jamalpur,Sarishabari,Doail,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Sarishabari,Bhatara,3,3,0,0,0,0,2,0,1
Mymensingh,Jamalpur,Sarishabari,Aona,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Sarishabari,Pogaldigha,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Sarishabari,Sarishabari Paurashava,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Sarishabari,Kamrabad,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Sarishabari,Mahadan,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Sarishabari,Pingna,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Sarishabari,Satpoa,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Sarishabari,###,7,7,0,0,0,0,6,0,1
Mymensingh,Jamalpur,Dewanganj,Par Ramrampur,1,1,0,0,0,1,0,0,0
Mymensingh,Jamalpur,Dewanganj,Chukaibari,2,2,0,0,0,1,1,0,0
Mymensingh,Jamalpur,Dewanganj,Chikajani,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Dewanganj,Bahadurabad,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Dewanganj,Dewanganj,1,1,0,0,0,0,1,0,0
Mymensingh,Jamalpur,Dewanganj,Char Aomkhaoa,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Dewanganj,Dangdhara,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Dewanganj,Dewanganj Paurashava,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Dewanganj,Hatebhanga,0,0,0,0,0,0,0,0,0
Mymensingh,Jamalpur,Dewanganj,###,6,6,0,0,0,2,4,0,0
Mymensingh,Jamalpur,###,###,63,63,0,0,0,7,54,1,1
Mymensingh,Sherpur,Jhenaigati,Kangsha,2,2,0,0,0,0,2,0,0
Mymensingh,Sherpur,Jhenaigati,Hatibandha Malijhikanda,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Jhenaigati,Dhanshail,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Jhenaigati,Malijhikanda,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Jhenaigati,Nalkura,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Jhenaigati,Jhenaigati,2,2,0,0,0,1,1,0,0
Mymensingh,Sherpur,Jhenaigati,Gauripur,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Jhenaigati,###,9,9,0,0,0,1,8,0,0
Mymensingh,Sherpur,Sherpur Sadar,Lakshmanpur,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Sherpur Sadar,Pakuria,2,2,0,0,0,1,0,1,0
Mymensingh,Sherpur,Sherpur Sadar,Balair Char,1,1,0,0,0,1,0,0,0
Mymensingh,Sherpur,Sherpur Sadar,Bhatsala,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Sherpur Sadar,Sherpur Paurashava,4,2,2,0,2,0,2,0,0
Mymensingh,Sherpur,Sherpur Sadar,Betmari Ghughurakandi,1,1,0,0,0,1,0,0,0
Mymensingh,Sherpur,Sherpur Sadar,Char Pakshimari,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Sherpur Sadar,Char Sherpur,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Sherpur Sadar,Char Mucharia,1,1,0,0,0,1,0,0,0
Mymensingh,Sherpur,Sherpur Sadar,Bajitkhila,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Sherpur Sadar,Dhala,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Sherpur Sadar,Ghazir Khamar,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Sherpur Sadar,Kamarer Char,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Sherpur Sadar,Kamaria,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Sherpur Sadar,Rauha Betmari,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Sherpur Sadar,###,13,11,2,0,2,4,6,1,0
Mymensingh,Sherpur,Nakla,Gourdwar,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nakla,Nakla,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nakla,Talki,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nakla,Urpha,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nakla,Char Ashtadhar,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nakla,Ganapaddi,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nakla,Chandrakona,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nakla,Pathakata,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nakla,Baneshwardi,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nakla,Nakla Paurashava,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Nakla,###,9,9,0,0,0,0,9,0,0
Mymensingh,Sherpur,Sreebardi,Kakilakura,2,2,0,0,0,1,1,0,0
Mymensingh,Sherpur,Sreebardi,Tantihati,1,1,0,0,0,1,0,0,0
Mymensingh,Sherpur,Sreebardi,Gosaipur,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Sreebardi,Rani Shimul,2,2,0,0,0,1,1,0,0
Mymensingh,Sherpur,Sreebardi,Kurikahania,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Sreebardi,Sreebardi Paurashava,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Sreebardi,Singa Baruna,1,1,0,0,0,1,0,0,0
Mymensingh,Sherpur,Sreebardi,Bhelua,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Sreebardi,Kharia Kazir Char,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Sreebardi,Garjaripa,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Sreebardi,Sreebardi,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Sreebardi,###,11,11,0,0,0,4,7,0,0
Mymensingh,Sherpur,Nalitabari,Baghber,2,2,0,0,0,1,1,0,0
Mymensingh,Sherpur,Nalitabari,Rajnagar,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nalitabari,Kalaspur,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nalitabari,Jogania,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nalitabari,Nayabil,2,2,0,0,0,0,1,1,0
Mymensingh,Sherpur,Nalitabari,Marichpura,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nalitabari,Nunni,1,1,0,0,0,0,1,0,0
Mymensingh,Sherpur,Nalitabari,Poragaon,1,1,0,0,0,1,0,0,0
Mymensingh,Sherpur,Nalitabari,Kakarkandi,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Nalitabari,Nalitabari,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Nalitabari,Nalitabari Paurashava,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Nalitabari,Ramchandrakura Mandalia,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Nalitabari,Rupnarayankura,0,0,0,0,0,0,0,0,0
Mymensingh,Sherpur,Nalitabari,###,10,10,0,0,0,2,7,1,0
Mymensingh,Sherpur,###,###,52,50,2,0,2,11,37,2,0
Mymensingh,###,###,###,310,279,31,19,12,24,107,74,74
Rangpur,Nilphamari,Nilphamari Sadar,Paurashava,2,1,1,1,0,0,1,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Sonaroy,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Chapra Saramjani,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Sangalshi,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Kunda Pukur,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Lakshmi Chap,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Palashbari,1,1,0,0,0,1,0,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Gorgram,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Ramnagar,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Kachukata,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Chaora Bargachha,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Charaikhola,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Itakhola,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Khokshabari,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Panch Pukur,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Nilphamari Sadar,Tupamari,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Nilphamari Sadar,###,11,10,1,1,0,1,9,0,0
Rangpur,Nilphamari,Saidpur,Paurashava,3,3,0,0,0,2,0,0,1
Rangpur,Nilphamari,Saidpur,Kushiram Belpukur,2,2,0,0,0,1,1,0,0
Rangpur,Nilphamari,Saidpur,Bangalipur,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Saidpur,Kamar Pukur,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Saidpur,Bothlagari,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Saidpur,Khata Madhupur,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Saidpur,###,7,7,0,0,0,3,3,0,1
Rangpur,Nilphamari,Dimla,Dimla,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Dimla,Tepa Kharibari,2,2,0,0,0,0,2,0,0
Rangpur,Nilphamari,Dimla,Khalisa Chapani,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Dimla,Bala Para,2,2,0,0,0,0,2,0,0
Rangpur,Nilphamari,Dimla,Jhunagachh Chapani,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Dimla,Paschim Chhatnai,1,1,0,0,0,1,0,0,0
Rangpur,Nilphamari,Dimla,Naotara,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Dimla,Gayabari,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Dimla,Khoga Kharibari,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Dimla,Purba Chhatnai,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Dimla,###,9,9,0,0,0,1,8,0,0
Rangpur,Nilphamari,Jaldhaka,Balagram,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Jaldhaka,Paurashava,2,2,0,0,0,1,0,1,0
Rangpur,Nilphamari,Jaldhaka,Daoabari,1,1,0,0,0,1,0,0,0
Rangpur,Nilphamari,Jaldhaka,Kaimari,1,1,0,0,0,1,0,0,0
Rangpur,Nilphamari,Jaldhaka,Golna,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Jaldhaka,Khutamara,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Jaldhaka,Mirganj,1,1,0,0,0,1,0,0,0
Rangpur,Nilphamari,Jaldhaka,Dharmapal,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Jaldhaka,Golmunda,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Jaldhaka,Kanthali,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Jaldhaka,Saulmari,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Jaldhaka,Shimulbari,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Jaldhaka,###,9,9,0,0,0,4,4,1,0
Rangpur,Nilphamari,Kishoreganj,Barabhita,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Kishoreganj,Ranachandi,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Kishoreganj,Magura,2,2,0,0,0,0,2,0,0
Rangpur,Nilphamari,Kishoreganj,Putimari,1,1,0,0,0,1,0,0,0
Rangpur,Nilphamari,Kishoreganj,Kishoreganj,1,1,0,0,0,1,0,0,0
Rangpur,Nilphamari,Kishoreganj,Garagram,1,1,0,0,0,1,0,0,0
Rangpur,Nilphamari,Kishoreganj,Bahagili,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Kishoreganj,Chandkhana,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Kishoreganj,Nitai,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Kishoreganj,###,8,8,0,0,0,3,5,0,0
Rangpur,Nilphamari,Domar,Domar,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Domar,Gomnati,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Domar,Sonaroy,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Domar,Jorabari,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Domar,Boragari,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Domar,Harinchara,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Domar,Panga Matukpur,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Domar,Bhogdabari,1,1,0,0,0,0,1,0,0
Rangpur,Nilphamari,Domar,Bamunia,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Domar,Ketkibari,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Domar,Paurashava,0,0,0,0,0,0,0,0,0
Rangpur,Nilphamari,Domar,###,8,8,0,0,0,0,8,0,0
Rangpur,Nilphamari,###,###,52,51,1,1,0,12,37,1,1
Rangpur,Rangpur,Rangpur Sadar,Paurashava,4,4,0,0,0,1,1,0,2
Rangpur,Rangpur,Rangpur Sadar,Tamphat,1,1,0,0,0,1,0,0,0
Rangpur,Rangpur,Rangpur Sadar,Darshana,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Rangpur Sadar,Haridebpur,2,2,0,0,0,0,2,0,0
Rangpur,Rangpur,Rangpur Sadar,Mominpur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Rangpur Sadar,Chandanpat,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Rangpur Sadar,Tapodhan,2,2,0,0,0,0,2,0,0
Rangpur,Rangpur,Rangpur Sadar,Sadya Pushkarni,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Rangpur Sadar,Rajendrapur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Rangpur Sadar,Pashuram,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Rangpur Sadar,Satgara,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Rangpur Sadar,Uttam,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Rangpur Sadar,###,14,14,0,0,0,2,10,0,2
Rangpur,Rangpur,Badarganj,Damodarpur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Badarganj,Gopinathpur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Badarganj,Madhupur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Badarganj,Bishnupur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Badarganj,Badarganj,2,2,0,0,0,0,2,0,0
Rangpur,Rangpur,Badarganj,Ramnathpur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Badarganj,Radhanagar,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Badarganj,Gopalpur,1,1,0,0,0,1,0,0,0
Rangpur,Rangpur,Badarganj,Kutubpur,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Badarganj,Lohani Para,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Badarganj,Paurashava,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Badarganj,###,9,9,0,0,0,1,8,0,0
Rangpur,Rangpur,Mitha Pukur,Chengmari,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Mitha Pukur,Bara Hazratpur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Mitha Pukur,Mayenpur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Mitha Pukur,Khoragachh,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Mitha Pukur,Gopalpur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Mitha Pukur,Durgapur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Mitha Pukur,Balua Masimpur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Mitha Pukur,Bhangni,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Mitha Pukur,Latifpur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Mitha Pukur,Kafrikhal,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Mitha Pukur,Emadpur,2,2,0,0,0,0,2,0,0
Rangpur,Rangpur,Mitha Pukur,Balarhat,2,2,0,0,0,0,1,1,0
Rangpur,Rangpur,Mitha Pukur,Pairaband,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Mitha Pukur,Barabala,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Mitha Pukur,Milanpur,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Mitha Pukur,Mirzapur,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Mitha Pukur,Rani Pukur,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Mitha Pukur,###,15,15,0,0,0,0,14,1,0
Rangpur,Rangpur,Gangachara,Nohali,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Gangachara,Gajaghanta,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Gangachara,Alam Biditar,2,2,0,0,0,1,1,0,0
Rangpur,Rangpur,Gangachara,Gangachara,1,1,0,0,0,1,0,0,0
Rangpur,Rangpur,Gangachara,Khaleya,2,2,0,0,0,1,1,0,0
Rangpur,Rangpur,Gangachara,Kolkanda,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Gangachara,Lakshmitari,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Gangachara,Barabil,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Gangachara,Betgari,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Gangachara,Marania,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Gangachara,###,9,9,0,0,0,3,6,0,0
Rangpur,Rangpur,Taraganj,Sayar,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Taraganj,Kursha,2,2,0,0,0,0,2,0,0
Rangpur,Rangpur,Taraganj,Hariarkuti,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Taraganj,Alampur,2,2,0,0,0,0,2,0,0
Rangpur,Rangpur,Taraganj,Ekarchali,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Taraganj,###,6,6,0,0,0,0,6,0,0
Rangpur,Rangpur,Pirganj,Pirganj,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Pirganj,Madankhali,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Pirganj,Ramnathpur,2,2,0,0,0,0,2,0,0
Rangpur,Rangpur,Pirganj,Chatra,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Pirganj,Shanerhat,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Pirganj,Bhendabari,1,1,0,0,0,1,0,0,0
Rangpur,Rangpur,Pirganj,Chaitrakul,1,1,0,0,0,1,0,0,0
Rangpur,Rangpur,Pirganj,Kumedpur,1,1,0,0,0,0,1,0,0
Rangpur,Rangpur,Pirganj,Mithapur,1,1,0,0,0,1,0,0,0
Rangpur,Rangpur,Pirganj,Panchgachha,2,2,0,0,0,0,1,1,0
Rangpur,Rangpur,Pirganj,Bara Alampur,0,0,0,0,0,0,0,0,0
Rangpur,Rangpur,Pirganj,Bara Dargah,0,0,0,0,0,0,0,0,0
